addr	name	token	type	method	body_bytes	ranges
0x100122250	SDV_StardewValley_Menus_MobileCustomizer_GetPetTypesAndBreeds_06005e15	0x06005e15	StardewValley.Menus.MobileCustomizer	GetPetTypesAndBreeds	1108	3
0x101e140d0	SDV_StardewValley_Menus_MobileCustomizer_GetValidClothingIds_06005e16	0x06005e16	StardewValley.Menus.MobileCustomizer	GetValidClothingIds	640	3
0x101e14370	SDV_StardewValley_Menus_MobileCustomizer_GetValidPantsIds_06005e17	0x06005e17	StardewValley.Menus.MobileCustomizer	GetValidPantsIds	352	2
0x101e144dc	SDV_StardewValley_Menus_MobileCustomizer_GetValidShirtIds_06005e18	0x06005e18	StardewValley.Menus.MobileCustomizer	GetValidShirtIds	352	2
0x101e14648	SDV_StardewValley_Menus_MobileCustomizer___ctor_b__105_0_06005e19	0x06005e19	StardewValley.Menus.MobileCustomizer	<.ctor>b__105_0	96	2
0x101e146b4	SDV_StardewValley_Menus_MobileCustomizer___ctor_b__105_1_06005e1a	0x06005e1a	StardewValley.Menus.MobileCustomizer	<.ctor>b__105_1	136	1
0x101e1473c	SDV_StardewValley_Menus_MobileCustomizer___ctor_b__105_2_06005e1b	0x06005e1b	StardewValley.Menus.MobileCustomizer	<.ctor>b__105_2	136	1
0x101e147c4	SDV_StardewValley_Menus_MobileCustomizer___ctor_b__105_3_06005e1c	0x06005e1c	StardewValley.Menus.MobileCustomizer	<.ctor>b__105_3	136	1
0x101e1484c	SDV_StardewValley_Menus_MobileCustomizer___ctor_b__105_4_06005e1d	0x06005e1d	StardewValley.Menus.MobileCustomizer	<.ctor>b__105_4	316	5
0x101e14a2c	SDV_StardewValley_Menus_MobileCustomizer___ctor_b__105_5_06005e1e	0x06005e1e	StardewValley.Menus.MobileCustomizer	<.ctor>b__105_5	316	5
0x101e14c0c	SDV_StardewValley_Menus_MobileFarmChooser__ctor_06005e1f	0x06005e1f	StardewValley.Menus.MobileFarmChooser	.ctor	8184	22
0x101e16d6c	SDV_StardewValley_Menus_MobileFarmChooser_getNameOfDifficulty_06005e20	0x06005e20	StardewValley.Menus.MobileFarmChooser	getNameOfDifficulty	212	3
0x100122720	SDV_StardewValley_Menus_MobileFarmChooser_optionButtonClick_06005e21	0x06005e21	StardewValley.Menus.MobileFarmChooser	optionButtonClick	2396	4
0x101e16e64	SDV_StardewValley_Menus_MobileFarmChooser_selectionClick_06005e22	0x06005e22	StardewValley.Menus.MobileFarmChooser	selectionClick	652	6
0x101e17140	SDV_StardewValley_Menus_MobileFarmChooser_receiveRightClick_06005e23	0x06005e23	StardewValley.Menus.MobileFarmChooser	receiveRightClick	4	1
0x101e17144	SDV_StardewValley_Menus_MobileFarmChooser_receiveLeftClick_06005e24	0x06005e24	StardewValley.Menus.MobileFarmChooser	receiveLeftClick	1104	12
0x101e176a4	SDV_StardewValley_Menus_MobileFarmChooser_leftClickHeld_06005e25	0x06005e25	StardewValley.Menus.MobileFarmChooser	leftClickHeld	1276	6
0x101e17bf4	SDV_StardewValley_Menus_MobileFarmChooser_releaseLeftClick_06005e26	0x06005e26	StardewValley.Menus.MobileFarmChooser	releaseLeftClick	2032	21
0x101e18530	SDV_StardewValley_Menus_MobileFarmChooser_update_06005e27	0x06005e27	StardewValley.Menus.MobileFarmChooser	update	4	1
0x101e18534	SDV_StardewValley_Menus_MobileFarmChooser_draw_06005e28	0x06005e28	StardewValley.Menus.MobileFarmChooser	draw	7928	34
0x101e1a770	SDV_StardewValley_Menus_MobileFarmChooser_canLeaveMenu_06005e29	0x06005e29	StardewValley.Menus.MobileFarmChooser	canLeaveMenu	140	2
0x101e1a82c	SDV_StardewValley_Menus_MobileFarmChooser___ctor_g__AddCarousel_53_0_06005e2a	0x06005e2a	StardewValley.Menus.MobileFarmChooser	<.ctor>g__AddCarousel|53_0	1292	4
0x101e1ad5c	SDV_StardewValley_Menus_MobileScrollbar__ctor_06005e2b	0x06005e2b	StardewValley.Menus.MobileScrollbar	.ctor	1860	1
0x101e1b4a0	SDV_StardewValley_Menus_MobileScrollbar_draw_06005e2c	0x06005e2c	StardewValley.Menus.MobileScrollbar	draw	468	4
0x101e1b6b8	SDV_StardewValley_Menus_MobileScrollbar_setPercentage_06005e2d	0x06005e2d	StardewValley.Menus.MobileScrollbar	setPercentage	132	2
0x101e1b748	SDV_StardewValley_Menus_MobileScrollbar_setY_06005e2e	0x06005e2e	StardewValley.Menus.MobileScrollbar	setY	228	2
0x101e1b840	SDV_StardewValley_Menus_MobileScrollbar_upArrowContains_06005e2f	0x06005e2f	StardewValley.Menus.MobileScrollbar	upArrowContains	152	2
0x101e1b8e4	SDV_StardewValley_Menus_MobileScrollbar_downArrowContains_06005e30	0x06005e30	StardewValley.Menus.MobileScrollbar	downArrowContains	152	2
0x101e1b988	SDV_StardewValley_Menus_MobileScrollbar_sliderContains_06005e31	0x06005e31	StardewValley.Menus.MobileScrollbar	sliderContains	144	2
0x101e1ba24	SDV_StardewValley_Menus_MobileScrollbar_sliderRunnerContains_06005e32	0x06005e32	StardewValley.Menus.MobileScrollbar	sliderRunnerContains	160	1
0x101e1bac4	SDV_StardewValley_Menus_MobileScrollbox__ctor_06005e33	0x06005e33	StardewValley.Menus.MobileScrollbox	.ctor	360	1
0x101e1bc2c	SDV_StardewValley_Menus_MobileScrollbox_setUpForScrollBoxDrawing_06005e34	0x06005e34	StardewValley.Menus.MobileScrollbox	setUpForScrollBoxDrawing	536	1
0x101e1be44	SDV_StardewValley_Menus_MobileScrollbox_finishScrollBoxDrawing_06005e35	0x06005e35	StardewValley.Menus.MobileScrollbox	finishScrollBoxDrawing	496	1
0x101e1c034	SDV_StardewValley_Menus_MobileScrollbox_setMaxYOffset_06005e36	0x06005e36	StardewValley.Menus.MobileScrollbox	setMaxYOffset	52	1
0x101e1c068	SDV_StardewValley_Menus_MobileScrollbox_getMaxYOffset_06005e37	0x06005e37	StardewValley.Menus.MobileScrollbox	getMaxYOffset	16	1
0x101e1c08c	SDV_StardewValley_Menus_MobileScrollbox_setYOffsetForScroll_06005e38	0x06005e38	StardewValley.Menus.MobileScrollbox	setYOffsetForScroll	160	2
0x101e1c140	SDV_StardewValley_Menus_MobileScrollbox_getYOffsetForScroll_06005e39	0x06005e39	StardewValley.Menus.MobileScrollbox	getYOffsetForScroll	52	1
0x101e1c188	SDV_StardewValley_Menus_MobileScrollbox_update_06005e3a	0x06005e3a	StardewValley.Menus.MobileScrollbox	update	416	2
0x101e1c33c	SDV_StardewValley_Menus_MobileScrollbox_leftClickHeld_06005e3b	0x06005e3b	StardewValley.Menus.MobileScrollbox	leftClickHeld	656	3
0x101e1c5e0	SDV_StardewValley_Menus_MobileScrollbox_releaseLeftClick_06005e3c	0x06005e3c	StardewValley.Menus.MobileScrollbox	releaseLeftClick	228	2
0x101e1c6e4	SDV_StardewValley_Menus_MobileScrollbox_receiveLeftClick_06005e3d	0x06005e3d	StardewValley.Menus.MobileScrollbox	receiveLeftClick	256	1
0x101e1c7e4	SDV_StardewValley_Menus_MobileScrollbox_receiveScrollWheelAction_06005e3e	0x06005e3e	StardewValley.Menus.MobileScrollbox	receiveScrollWheelAction	184	2
0x101e1c8b0	SDV_StardewValley_Menus_TutorialItem_get_Prerequisites_06005e3f	0x06005e3f	StardewValley.Menus.TutorialItem	get_Prerequisites	16	1
0x101e1c8d4	SDV_StardewValley_Menus_TutorialItem_set_Prerequisites_06005e40	0x06005e40	StardewValley.Menus.TutorialItem	set_Prerequisites	64	1
0x101e1c914	SDV_StardewValley_Menus_TutorialItem_get_IgnoreIfThere_06005e41	0x06005e41	StardewValley.Menus.TutorialItem	get_IgnoreIfThere	16	1
0x101e1c938	SDV_StardewValley_Menus_TutorialItem_set_IgnoreIfThere_06005e42	0x06005e42	StardewValley.Menus.TutorialItem	set_IgnoreIfThere	64	1
0x101e1c978	SDV_StardewValley_Menus_TutorialItem_get_Completed_06005e43	0x06005e43	StardewValley.Menus.TutorialItem	get_Completed	16	1
0x101e1c99c	SDV_StardewValley_Menus_TutorialItem_set_Completed_06005e44	0x06005e44	StardewValley.Menus.TutorialItem	set_Completed	16	1
0x101e1c9c0	SDV_StardewValley_Menus_TutorialItem_get_AlreadyShown_06005e45	0x06005e45	StardewValley.Menus.TutorialItem	get_AlreadyShown	16	1
0x101e1c9e4	SDV_StardewValley_Menus_TutorialItem_set_AlreadyShown_06005e46	0x06005e46	StardewValley.Menus.TutorialItem	set_AlreadyShown	16	1
0x101e1ca08	SDV_StardewValley_Menus_TutorialItem_get_Showing_06005e47	0x06005e47	StardewValley.Menus.TutorialItem	get_Showing	16	1
0x101e1ca2c	SDV_StardewValley_Menus_TutorialItem_set_Showing_06005e48	0x06005e48	StardewValley.Menus.TutorialItem	set_Showing	16	1
0x101e1ca50	SDV_StardewValley_Menus_TutorialItem_get_WillTimeOut_06005e49	0x06005e49	StardewValley.Menus.TutorialItem	get_WillTimeOut	16	1
0x101e1ca74	SDV_StardewValley_Menus_TutorialItem_set_WillTimeOut_06005e4a	0x06005e4a	StardewValley.Menus.TutorialItem	set_WillTimeOut	16	1
0x101e1ca98	SDV_StardewValley_Menus_TutorialItem__ctor_06005e4b	0x06005e4b	StardewValley.Menus.TutorialItem	.ctor	364	1
0x101e1cc04	SDV_StardewValley_Menus_TutorialItem_Location_06005e4c	0x06005e4c	StardewValley.Menus.TutorialItem	Location	68	1
0x101e1cc48	SDV_StardewValley_Menus_TutorialItem_Menu_06005e4d	0x06005e4d	StardewValley.Menus.TutorialItem	Menu	68	1
0x101e1cc8c	SDV_StardewValley_Menus_TutorialItem_Text_06005e4e	0x06005e4e	StardewValley.Menus.TutorialItem	Text	132	1
0x101e1cd10	SDV_StardewValley_Menus_TutorialItem_TimeOut_06005e4f	0x06005e4f	StardewValley.Menus.TutorialItem	TimeOut	52	1
0x101e1cd44	SDV_StardewValley_Menus_TutorialItem_Requires_06005e50	0x06005e50	StardewValley.Menus.TutorialItem	Requires	304	2
0x101e1ce8c	SDV_StardewValley_Menus_TutorialItem_SkippedBy_06005e51	0x06005e51	StardewValley.Menus.TutorialItem	SkippedBy	304	2
0x101e1cfd4	SDV_StardewValley_Menus_TutorialItem_Target_06005e52	0x06005e52	StardewValley.Menus.TutorialItem	Target	72	1
0x101e1d01c	SDV_StardewValley_Menus_TutorialItem_Target_06005e53	0x06005e53	StardewValley.Menus.TutorialItem	Target	76	1
0x101e1d068	SDV_StardewValley_Menus_TutorialItem_Target_06005e54	0x06005e54	StardewValley.Menus.TutorialItem	Target	76	1
0x101e1d0b4	SDV_StardewValley_Menus_TutorialItem_Delay_06005e55	0x06005e55	StardewValley.Menus.TutorialItem	Delay	16	1
0x101e1d0d8	SDV_StardewValley_Menus_TutorialItem_setComplete_06005e56	0x06005e56	StardewValley.Menus.TutorialItem	setComplete	132	1
0x101e1d15c	SDV_StardewValley_Menus_TutorialItem_unShow_06005e57	0x06005e57	StardewValley.Menus.TutorialItem	unShow	148	2
0x101e1d204	SDV_StardewValley_Menus_TutorialItem_isInDialogBounds_06005e58	0x06005e58	StardewValley.Menus.TutorialItem	isInDialogBounds	136	1
0x101e1d2a0	SDV_StardewValley_Menus_TutorialItem_show_06005e59	0x06005e59	StardewValley.Menus.TutorialItem	show	1000	2
0x101e1d69c	SDV_StardewValley_Menus_TutorialItem_draw_06005e5a	0x06005e5a	StardewValley.Menus.TutorialItem	draw	252	3
0x101e1d7b0	SDV_StardewValley_Menus_TutorialItem_drawDialogueBox_06005e5b	0x06005e5b	StardewValley.Menus.TutorialItem	drawDialogueBox	748	4
0x101e1daf0	SDV_StardewValley_Menus_TutorialItem_drawHandForUI_06005e5c	0x06005e5c	StardewValley.Menus.TutorialItem	drawHandForUI	380	2
0x101e1dc74	SDV_StardewValley_Menus_TutorialItem_drawButtonHands_06005e5d	0x06005e5d	StardewValley.Menus.TutorialItem	drawButtonHands	224	2
0x101e1dd5c	SDV_StardewValley_Menus_TutorialItem_dontAllowExit_06005e5e	0x06005e5e	StardewValley.Menus.TutorialItem	dontAllowExit	64	1
0x101e1ddb0	SDV_StardewValley_Menus_TutorialItem_receiveLeftClick_06005e5f	0x06005e5f	StardewValley.Menus.TutorialItem	receiveLeftClick	248	2
0x101e1deb4	SDV_StardewValley_Menus_TutorialItem_update_06005e60	0x06005e60	StardewValley.Menus.TutorialItem	update	552	3
0x101e1e0f0	SDV_StardewValley_Menus_TutorialItem_receiveRightClick_06005e61	0x06005e61	StardewValley.Menus.TutorialItem	receiveRightClick	4	1
0x101e1e0f4	SDV_StardewValley_Menus_TutorialManager_get_Instance_06005e62	0x06005e62	StardewValley.Menus.TutorialManager	get_Instance	116	1
0x101e1e168	SDV_StardewValley_Menus_TutorialManager_set_Instance_06005e63	0x06005e63	StardewValley.Menus.TutorialManager	set_Instance	132	1
0x101e1e1ec	SDV_StardewValley_Menus_TutorialManager__cctor_06005e64	0x06005e64	StardewValley.Menus.TutorialManager	.cctor	132	1
0x101e1e270	SDV_StardewValley_Menus_TutorialManager__ctor_06005e65	0x06005e65	StardewValley.Menus.TutorialManager	.ctor	332	1
0x101e1e3bc	SDV_StardewValley_Menus_TutorialManager_resetBools_06005e66	0x06005e66	StardewValley.Menus.TutorialManager	resetBools	72	1
0x101e1e404	SDV_StardewValley_Menus_TutorialManager_stopTutorialsTemporarily_06005e67	0x06005e67	StardewValley.Menus.TutorialManager	stopTutorialsTemporarily	160	2
0x101e1e4b8	SDV_StardewValley_Menus_TutorialManager_showTutorials_06005e68	0x06005e68	StardewValley.Menus.TutorialManager	showTutorials	172	1
0x101e1e564	SDV_StardewValley_Menus_TutorialManager_isInDialogBounds_06005e69	0x06005e69	StardewValley.Menus.TutorialManager	isInDialogBounds	204	1
0x101e1e644	SDV_StardewValley_Menus_TutorialManager_Register_06005e6a	0x06005e6a	StardewValley.Menus.TutorialManager	Register	720	3
0x101e1e944	SDV_StardewValley_Menus_TutorialManager_GetTutorial_06005e6b	0x06005e6b	StardewValley.Menus.TutorialManager	GetTutorial	196	4
0x101e1ea40	SDV_StardewValley_Menus_TutorialManager_get_gamePadHasBeenUsed_06005e6c	0x06005e6c	StardewValley.Menus.TutorialManager	get_gamePadHasBeenUsed	16	1
0x101e1ea64	SDV_StardewValley_Menus_TutorialManager_set_gamePadHasBeenUsed_06005e6d	0x06005e6d	StardewValley.Menus.TutorialManager	set_gamePadHasBeenUsed	116	1
0x101e1ead8	SDV_StardewValley_Menus_TutorialManager_hasTutorialBeenShown_06005e6e	0x06005e6e	StardewValley.Menus.TutorialManager	hasTutorialBeenShown	92	1
0x101e1eb48	SDV_StardewValley_Menus_TutorialManager_loadCompletedTutorials_06005e6f	0x06005e6f	StardewValley.Menus.TutorialManager	loadCompletedTutorials	532	3
0x101e1ed7c	SDV_StardewValley_Menus_TutorialManager_getCompletedTutorialsList_06005e70	0x06005e70	StardewValley.Menus.TutorialManager	getCompletedTutorialsList	476	2
0x101e1ef64	SDV_StardewValley_Menus_TutorialManager_isTutorialComplete_06005e71	0x06005e71	StardewValley.Menus.TutorialManager	isTutorialComplete	92	1
0x101e1efd4	SDV_StardewValley_Menus_TutorialManager_completeAllTutorials_06005e72	0x06005e72	StardewValley.Menus.TutorialManager	completeAllTutorials	328	5
0x101e1f14c	SDV_StardewValley_Menus_TutorialManager_completeAllBasicTutorials_06005e73	0x06005e73	StardewValley.Menus.TutorialManager	completeAllBasicTutorials	112	1
0x101e1f1bc	SDV_StardewValley_Menus_TutorialManager_completeTutorial_06005e74	0x06005e74	StardewValley.Menus.TutorialManager	completeTutorial	400	1
0x101e1f384	SDV_StardewValley_Menus_TutorialManager_dontAllowExit_06005e75	0x06005e75	StardewValley.Menus.TutorialManager	dontAllowExit	80	1
0x101e1f3e8	SDV_StardewValley_Menus_TutorialManager_checkPrerequisites_06005e76	0x06005e76	StardewValley.Menus.TutorialManager	checkPrerequisites	372	2
0x101e1f580	SDV_StardewValley_Menus_TutorialManager_checkIgnores_06005e77	0x06005e77	StardewValley.Menus.TutorialManager	checkIgnores	372	2
0x101e1f718	SDV_StardewValley_Menus_TutorialManager_HandleAttackDialogueResponse_06005e78	0x06005e78	StardewValley.Menus.TutorialManager	HandleAttackDialogueResponse	304	3
0x101e1f884	SDV_StardewValley_Menus_TutorialManager_FilterLocationName_06005e79	0x06005e79	StardewValley.Menus.TutorialManager	FilterLocationName	688	4
0x101e1fb58	SDV_StardewValley_Menus_TutorialManager_GetAllNpcsFromLocations_06005e7a	0x06005e7a	StardewValley.Menus.TutorialManager	GetAllNpcsFromLocations	928	5
0x100123100	SDV_StardewValley_Menus_TutorialManager_DefaultPositionString_06005e7b	0x06005e7b	StardewValley.Menus.TutorialManager	DefaultPositionString	400	3
0x1001232f0	SDV_StardewValley_Menus_TutorialManager_ChangeLocation_06005e7c	0x06005e7c	StardewValley.Menus.TutorialManager	ChangeLocation	1552	3
0x101e1ff18	SDV_StardewValley_Menus_TutorialManager_HandleChallengeDialogueResponse_06005e7d	0x06005e7d	StardewValley.Menus.TutorialManager	HandleChallengeDialogueResponse	1900	6
0x101e206f0	SDV_StardewValley_Menus_TutorialManager_releaseLeftClick_06005e7e	0x06005e7e	StardewValley.Menus.TutorialManager	releaseLeftClick	332	2
0x101e2086c	SDV_StardewValley_Menus_TutorialManager_leftClickHeld_06005e7f	0x06005e7f	StardewValley.Menus.TutorialManager	leftClickHeld	252	1
0x101e20988	SDV_StardewValley_Menus_TutorialManager_receiveLeftClick_06005e80	0x06005e80	StardewValley.Menus.TutorialManager	receiveLeftClick	296	1
0x101e20ac8	SDV_StardewValley_Menus_TutorialManager_ShouldExitTutorial_06005e81	0x06005e81	StardewValley.Menus.TutorialManager	ShouldExitTutorial	372	1
0x101e20c5c	SDV_StardewValley_Menus_TutorialManager_StartLinkedChallengeCheck_06005e82	0x06005e82	StardewValley.Menus.TutorialManager	StartLinkedChallengeCheck	812	2
0x100123960	SDV_StardewValley_Menus_TutorialManager_update_06005e83	0x06005e83	StardewValley.Menus.TutorialManager	update	1208	3
0x101e20fb8	SDV_StardewValley_Menus_TutorialManager_draw_06005e84	0x06005e84	StardewValley.Menus.TutorialManager	draw	112	1
0x101e2103c	SDV_StardewValley_Menus_TutorialManager_drawUI_06005e85	0x06005e85	StardewValley.Menus.TutorialManager	drawUI	360	2
0x101e211ac	SDV_StardewValley_Menus_TutorialManager_drawButtonHands_06005e86	0x06005e86	StardewValley.Menus.TutorialManager	drawButtonHands	104	1
0x101e21228	SDV_StardewValley_Menus_TutorialManager_receiveRightClick_06005e87	0x06005e87	StardewValley.Menus.TutorialManager	receiveRightClick	4	1
0x101e2122c	SDV_StardewValley_Menus_TutorialManager_initializeStartTutorials_06005e88	0x06005e88	StardewValley.Menus.TutorialManager	initializeStartTutorials	772	4
0x101e21550	SDV_StardewValley_Menus_TutorialManager_initializeTutorials_06005e89	0x06005e89	StardewValley.Menus.TutorialManager	initializeTutorials	5312	8
0x101e22a7c	SDV_StardewValley_Menus_TutorialManager_TestForHoeSelected_06005e8a	0x06005e8a	StardewValley.Menus.TutorialManager	TestForHoeSelected	236	2
0x101e22b74	SDV_StardewValley_Menus_TutorialManager_CheckTapAndHold_06005e8b	0x06005e8b	StardewValley.Menus.TutorialManager	CheckTapAndHold	124	1
0x101e22c04	SDV_StardewValley_Menus_TutorialManager_SeenShop_06005e8c	0x06005e8c	StardewValley.Menus.TutorialManager	SeenShop	272	3
0x101e22d2c	SDV_StardewValley_Menus_TutorialManager_shouldShowAttackDialog_06005e8d	0x06005e8d	StardewValley.Menus.TutorialManager	shouldShowAttackDialog	164	1
0x101e22de4	SDV_StardewValley_Menus_TutorialManager_shouldShowChallengeDialog_06005e8e	0x06005e8e	StardewValley.Menus.TutorialManager	shouldShowChallengeDialog	164	1
0x101e22e9c	SDV_StardewValley_Menus_TutorialManager_receiveGamePadButton_06005e8f	0x06005e8f	StardewValley.Menus.TutorialManager	receiveGamePadButton	168	1
0x101e22f64	SDV_StardewValley_Menus_TutorialManager_triggerAttackChoice_06005e90	0x06005e90	StardewValley.Menus.TutorialManager	triggerAttackChoice	784	2
0x101e2327c	SDV_StardewValley_Menus_TutorialManager_ChallengeChoiceCheck_06005e91	0x06005e91	StardewValley.Menus.TutorialManager	ChallengeChoiceCheck	504	3
0x101e238d0	SDV_StardewValley_Menus_TutorialManager_get_ShowingDialogueBox_06005e92	0x06005e92	StardewValley.Menus.TutorialManager	get_ShowingDialogueBox	72	1
0x101e2392c	SDV_StardewValley_Menus_TutorialManager_get_ShowingQuestion_06005e93	0x06005e93	StardewValley.Menus.TutorialManager	get_ShowingQuestion	76	1
0x101e2398c	SDV_StardewValley_Menus_TutorialManager_SaleTutorialCheck_06005e94	0x06005e94	StardewValley.Menus.TutorialManager	SaleTutorialCheck	116	1
0x101e23a14	SDV_StardewValley_Menus_TutorialManager_MeleeWeaponCheck_06005e95	0x06005e95	StardewValley.Menus.TutorialManager	MeleeWeaponCheck	128	1
0x101e23aa8	SDV_StardewValley_Menus_TutorialManager_TapLeaveHouseCheck_06005e96	0x06005e96	StardewValley.Menus.TutorialManager	TapLeaveHouseCheck	248	2
0x101e23ba8	SDV_StardewValley_Menus_TutorialManager_DummyInteractShopCheck_06005e97	0x06005e97	StardewValley.Menus.TutorialManager	DummyInteractShopCheck	292	1
0x101e23cec	SDV_StardewValley_Menus_tweeningSprite__ctor_06005e98	0x06005e98	StardewValley.Menus.tweeningSprite	.ctor	424	1
0x101e23e94	SDV_StardewValley_Menus_tweeningSprite_setUp_06005e99	0x06005e99	StardewValley.Menus.tweeningSprite	setUp	568	2
0x101e240d8	SDV_StardewValley_Menus_tweeningSprite_setUp_06005e9a	0x06005e9a	StardewValley.Menus.tweeningSprite	setUp	320	1
0x101e2422c	SDV_StardewValley_Menus_tweeningSprite_resetVector_06005e9b	0x06005e9b	StardewValley.Menus.tweeningSprite	resetVector	228	2
0x101e2431c	SDV_StardewValley_Menus_tweeningSprite_start_06005e9c	0x06005e9c	StardewValley.Menus.tweeningSprite	start	200	1
0x101e243e4	SDV_StardewValley_Menus_tweeningSprite_stop_06005e9d	0x06005e9d	StardewValley.Menus.tweeningSprite	stop	124	1
0x101e24474	SDV_StardewValley_Menus_tweeningSprite_update_06005e9e	0x06005e9e	StardewValley.Menus.tweeningSprite	update	572	2
0x101e246c8	SDV_StardewValley_Menus_tweeningSprite_draw_06005e9f	0x06005e9f	StardewValley.Menus.tweeningSprite	draw	320	2
0x101e60280	SDV_StardewValley_Menus_CloudSyncMenu__ctor_06006023	0x06006023	StardewValley.Menus.CloudSyncMenu	.ctor	232	1
0x101e60368	SDV_StardewValley_Menus_CloudSyncMenu_SetupButtons_06006024	0x06006024	StardewValley.Menus.CloudSyncMenu	SetupButtons	680	2
0x101e6061c	SDV_StardewValley_Menus_CloudSyncMenu_snapToDefaultClickableComponent_06006025	0x06006025	StardewValley.Menus.CloudSyncMenu	snapToDefaultClickableComponent	132	1
0x101e606a0	SDV_StardewValley_Menus_CloudSyncMenu_receiveLeftClick_06006026	0x06006026	StardewValley.Menus.CloudSyncMenu	receiveLeftClick	460	4
0x101e60884	SDV_StardewValley_Menus_CloudSyncMenu_performHoverAction_06006027	0x06006027	StardewValley.Menus.CloudSyncMenu	performHoverAction	4	1
0x101e60888	SDV_StardewValley_Menus_CloudSyncMenu_receiveRightClick_06006028	0x06006028	StardewValley.Menus.CloudSyncMenu	receiveRightClick	4	1
0x101e6088c	SDV_StardewValley_Menus_CloudSyncMenu_draw_06006029	0x06006029	StardewValley.Menus.CloudSyncMenu	draw	3200	7
0x101e61594	SDV_StardewValley_Menus_CloudSyncMenu_readyToClose_0600602a	0x0600602a	StardewValley.Menus.CloudSyncMenu	readyToClose	8	1
0x101e6159c	SDV_StardewValley_Menus_CloudSyncMenu_gameWindowSizeChanged_0600602b	0x0600602b	StardewValley.Menus.CloudSyncMenu	gameWindowSizeChanged	112	1
0x101ecd9e4	SDV_StardewValley_Menus_TransferredItemSprite__ctor_06006224	0x06006224	StardewValley.Menus.TransferredItemSprite	.ctor	112	1
0x101ecda54	SDV_StardewValley_Menus_TransferredItemSprite_Update_06006225	0x06006225	StardewValley.Menus.TransferredItemSprite	Update	168	2
0x101ecdb04	SDV_StardewValley_Menus_TransferredItemSprite_Draw_06006226	0x06006226	StardewValley.Menus.TransferredItemSprite	Draw	156	1
0x101fefc44	SDV_StardewValley_CloudSync_SaveRecord__ctor_06006921	0x06006921	StardewValley.CloudSync+SaveRecord	.ctor	4	1
0x101fefc48	SDV_StardewValley_CloudSync_SaveConflict__ctor_06006922	0x06006922	StardewValley.CloudSync+SaveConflict	.ctor	4	1
0x101fefc4c	SDV_StardewValley_CloudSync___c__DisplayClass29_0__ctor_06006923	0x06006923	StardewValley.CloudSync+<>c__DisplayClass29_0	.ctor	4	1
0x101fefc50	SDV_StardewValley_CloudSync___c__DisplayClass29_0__ShowConflictBox_b__0_06006924	0x06006924	StardewValley.CloudSync+<>c__DisplayClass29_0	<ShowConflictBox>b__0	116	2
0x101fefcd0	SDV_StardewValley_CloudSync___c__DisplayClass29_0__ShowConflictBox_b__1_06006925	0x06006925	StardewValley.CloudSync+<>c__DisplayClass29_0	<ShowConflictBox>b__1	116	2
0x101fefd50	SDV_StardewValley_CloudSync___c__DisplayClass29_0__ShowConflictBox_b__2_06006926	0x06006926	StardewValley.CloudSync+<>c__DisplayClass29_0	<ShowConflictBox>b__2	88	2
0x101fefdb4	SDV_StardewValley_CloudSync___c__DisplayClass29_0__ShowConflictBox_b__3_06006927	0x06006927	StardewValley.CloudSync+<>c__DisplayClass29_0	<ShowConflictBox>b__3	332	1
0x101feff00	SDV_StardewValley_CloudSync___c__DisplayClass31_0__ctor_06006928	0x06006928	StardewValley.CloudSync+<>c__DisplayClass31_0	.ctor	4	1
0x101feff04	SDV_StardewValley_CloudSync___c__DisplayClass31_0__GatherSyncOps_b__0_06006929	0x06006929	StardewValley.CloudSync+<>c__DisplayClass31_0	<GatherSyncOps>b__0	108	2
0x101feff7c	SDV_StardewValley_CloudSync___c__DisplayClass35_0__ctor_0600692a	0x0600692a	StardewValley.CloudSync+<>c__DisplayClass35_0	.ctor	4	1
0x101feff80	SDV_StardewValley_CloudSync___c__DisplayClass35_0__UploadToCloud_b__0_0600692b	0x0600692b	StardewValley.CloudSync+<>c__DisplayClass35_0	<UploadToCloud>b__0	64	1
0x101feffc0	SDV_StardewValley_CloudSync___c__DisplayClass35_1__ctor_0600692c	0x0600692c	StardewValley.CloudSync+<>c__DisplayClass35_1	.ctor	4	1
0x101feffc4	SDV_StardewValley_CloudSync___c__DisplayClass35_1__UploadToCloud_b__1_0600692d	0x0600692d	StardewValley.CloudSync+<>c__DisplayClass35_1	<UploadToCloud>b__1	380	2
0x101ff0158	SDV_StardewValley_CloudSync___c__DisplayClass35_2__ctor_0600692e	0x0600692e	StardewValley.CloudSync+<>c__DisplayClass35_2	.ctor	4	1
0x101ff015c	SDV_StardewValley_CloudSync___c__DisplayClass35_2__UploadToCloud_b__2_0600692f	0x0600692f	StardewValley.CloudSync+<>c__DisplayClass35_2	<UploadToCloud>b__2	496	3
0x101ff0370	SDV_StardewValley_CloudSync___c__DisplayClass38_0__ctor_06006930	0x06006930	StardewValley.CloudSync+<>c__DisplayClass38_0	.ctor	4	1
0x101ff0374	SDV_StardewValley_CloudSync___c__DisplayClass38_0__DownloadCloudSave_b__0_06006931	0x06006931	StardewValley.CloudSync+<>c__DisplayClass38_0	<DownloadCloudSave>b__0	64	1
0x101ff03b4	SDV_StardewValley_CloudSync___c__DisplayClass38_1__ctor_06006932	0x06006932	StardewValley.CloudSync+<>c__DisplayClass38_1	.ctor	4	1
