token	declaring_type	method	rva	il_bytes	attributes	impl_attributes
0x06001D0C	rail.RailNetworkSessionState	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D0D	rail.IRailPlayer	AlreadyLoggedIn	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D0E	rail.IRailPlayer	GetRailID	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D0F	rail.IRailPlayer	GetPlayerDataPath	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D10	rail.IRailPlayer	AsyncAcquireSessionTicket	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D11	rail.IRailPlayer	AsyncStartSessionWithPlayer	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D12	rail.IRailPlayer	TerminateSessionOfPlayer	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D13	rail.IRailPlayer	AbandonSessionTicket	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D14	rail.IRailPlayer	GetPlayerName	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D15	rail.IRailPlayer	GetPlayerOwnershipType	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D16	rail.IRailPlayer	AsyncGetGamePurchaseKey	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D17	rail.IRailPlayer	IsGameRevenueLimited	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D18	rail.IRailPlayer	GetRateOfGameRevenue	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D19	rail.IRailPlayer	AsyncQueryPlayerBannedStatus	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D1A	rail.IRailPlayer	AsyncGetAuthenticateURL	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D1B	rail.IRailPlayer	AsyncGetPlayerMetadata	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D1C	rail.IRailPlayer	AsyncGetEncryptedGameTicket	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D1D	rail.IRailPlayer	GetPlayerAccountType	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D1E	rail.IRailPlayer	AsyncGetAuthenticateCode	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D1F	rail.AcquireSessionTicketResponse	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D20	rail.GetAuthenticateURLResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D21	rail.PlayerGetGamePurchaseKeyResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D22	rail.PlayerPersonalInfo	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D23	rail.QueryPlayerBannedStatus	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D24	rail.RailAntiAddictionGameOnlineTimeChanged	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D25	rail.RailGetAuthenticateCodeOptions	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D26	rail.RailGetAuthenticateCodeResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D27	rail.RailGetAuthenticateURLOptions	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D28	rail.RailGetEncryptedGameTicketResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D29	rail.RailGetPlayerMetadataResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D2A	rail.StartSessionWithPlayerResponse	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D2B	rail.IRailRoom	AsyncJoinRoom	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D2C	rail.IRailRoom	GetRoomID	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D2D	rail.IRailRoom	GetRoomName	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D2E	rail.IRailRoom	GetOwnerID	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D2F	rail.IRailRoom	HasPassword	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D30	rail.IRailRoom	GetRoomType	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D31	rail.IRailRoom	GetMembers	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D32	rail.IRailRoom	GetMemberByIndex	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D33	rail.IRailRoom	GetMemberNameByIndex	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D34	rail.IRailRoom	GetMaxMembers	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D35	rail.IRailRoom	Leave	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D36	rail.IRailRoom	AsyncSetNewRoomOwner	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D37	rail.IRailRoom	AsyncGetRoomMembers	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D38	rail.IRailRoom	AsyncGetAllRoomData	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D39	rail.IRailRoom	AsyncKickOffMember	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D3A	rail.IRailRoom	AsyncSetRoomTag	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D3B	rail.IRailRoom	AsyncGetRoomTag	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D3C	rail.IRailRoom	AsyncSetRoomMetadata	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D3D	rail.IRailRoom	AsyncGetRoomMetadata	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D3E	rail.IRailRoom	AsyncClearRoomMetadata	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D3F	rail.IRailRoom	AsyncSetMemberMetadata	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D40	rail.IRailRoom	AsyncGetMemberMetadata	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D41	rail.IRailRoom	SendDataToMember	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D42	rail.IRailRoom	SendDataToMember	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D43	rail.IRailRoom	SetGameServerID	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D44	rail.IRailRoom	GetGameServerID	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D45	rail.IRailRoom	SetRoomJoinable	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D46	rail.IRailRoom	IsRoomJoinable	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D47	rail.IRailRoom	GetFriendsInRoom	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D48	rail.IRailRoom	IsUserInRoom	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D49	rail.IRailRoom	EnableTeamVoice	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D4A	rail.IRailRoom	AsyncSetRoomType	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D4B	rail.IRailRoom	AsyncSetRoomMaxMember	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D4C	rail.IRailRoomHelper	CreateRoom	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D4D	rail.IRailRoomHelper	AsyncCreateRoom	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D4E	rail.IRailRoomHelper	OpenRoom	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D4F	rail.IRailRoomHelper	AsyncOpenRoom	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D50	rail.IRailRoomHelper	AsyncGetRoomList	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D51	rail.IRailRoomHelper	AsyncGetRoomListByTags	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D52	rail.IRailRoomHelper	AsyncGetUserRoomList	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D53	rail.ClearRoomMetadataResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D54	rail.CreateRoomResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D55	rail.GetAllRoomDataResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D56	rail.GetMemberMetadataResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D57	rail.GetRoomListResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D58	rail.GetRoomMembersResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D59	rail.GetRoomMetadataResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D5A	rail.GetRoomTagResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D5B	rail.GetUserRoomListResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D5C	rail.JoinRoomResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D5D	rail.KickOffMemberResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D5E	rail.LeaveRoomResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D5F	rail.NotifyMetadataChange	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D60	rail.NotifyRoomDestroy	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D61	rail.NotifyRoomGameServerChange	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D62	rail.NotifyRoomMemberChange	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D63	rail.NotifyRoomMemberKicked	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D64	rail.NotifyRoomOwnerChange	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D65	rail.OpenRoomResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D66	rail.RoomDataReceived	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D67	rail.RoomInfo	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D68	rail.RoomInfoListFilter	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D69	rail.RoomInfoListFilterKey	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D6A	rail.RoomInfoListSorter	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D6B	rail.RoomMemberInfo	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D6C	rail.RoomOptions	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D6D	rail.SetMemberMetadataResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D6E	rail.SetNewRoomOwnerResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D6F	rail.SetRoomMaxMemberResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D70	rail.SetRoomMetadataResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D71	rail.SetRoomTagResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D72	rail.SetRoomTypeResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D73	rail.IRailScreenshot	SetLocation	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D74	rail.IRailScreenshot	SetUsers	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D75	rail.IRailScreenshot	AssociatePublishedFiles	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D76	rail.IRailScreenshot	AsyncPublishScreenshot	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D77	rail.IRailScreenshotHelper	CreateScreenshotWithRawData	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D78	rail.IRailScreenshotHelper	CreateScreenshotWithLocalImage	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D79	rail.IRailScreenshotHelper	AsyncTakeScreenshot	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D7A	rail.IRailScreenshotHelper	HookScreenshotHotKey	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D7B	rail.IRailScreenshotHelper	IsScreenshotHotKeyHooked	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D7C	rail.PublishScreenshotResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D7D	rail.ScreenshotRequestInfo	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D7E	rail.TakeScreenshotResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D7F	rail.IRailSmallObjectServiceHelper	AsyncDownloadObjects	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D80	rail.IRailSmallObjectServiceHelper	GetObjectContent	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D81	rail.IRailSmallObjectServiceHelper	AsyncQueryObjectState	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D82	rail.RailSmallObjectDownloadInfo	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D83	rail.RailSmallObjectDownloadResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D84	rail.RailSmallObjectState	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D85	rail.RailSmallObjectStateQueryResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D86	rail.GlobalStatsRequestReceived	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D87	rail.IRailGlobalStats	AsyncRequestGlobalStats	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D88	rail.IRailGlobalStats	GetGlobalStatValue	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D89	rail.IRailGlobalStats	GetGlobalStatValue	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D8A	rail.IRailGlobalStats	GetGlobalStatValueHistory	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D8B	rail.IRailGlobalStats	GetGlobalStatValueHistory	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D8C	rail.IRailPlayerStats	GetRailID	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D8D	rail.IRailPlayerStats	AsyncRequestStats	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D8E	rail.IRailPlayerStats	GetStatValue	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D8F	rail.IRailPlayerStats	GetStatValue	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D90	rail.IRailPlayerStats	SetStatValue	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D91	rail.IRailPlayerStats	SetStatValue	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D92	rail.IRailPlayerStats	UpdateAverageStatValue	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D93	rail.IRailPlayerStats	AsyncStoreStats	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D94	rail.IRailPlayerStats	ResetAllStats	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D95	rail.IRailStatisticHelper	CreatePlayerStats	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D96	rail.IRailStatisticHelper	GetGlobalStats	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D97	rail.IRailStatisticHelper	AsyncGetNumberOfPlayer	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D98	rail.NumberOfPlayerReceived	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D99	rail.PlayerStatsReceived	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D9A	rail.PlayerStatsStored	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001D9B	rail.IRailFile	GetFilename	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D9C	rail.IRailFile	Read	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D9D	rail.IRailFile	Read	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D9E	rail.IRailFile	Write	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001D9F	rail.IRailFile	Write	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DA0	rail.IRailFile	AsyncRead	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DA1	rail.IRailFile	AsyncWrite	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DA2	rail.IRailFile	GetSize	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DA3	rail.IRailFile	Close	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DA4	rail.IRailStorageHelper	OpenFile	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DA5	rail.IRailStorageHelper	OpenFile	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DA6	rail.IRailStorageHelper	CreateFile	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DA7	rail.IRailStorageHelper	CreateFile	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DA8	rail.IRailStorageHelper	IsFileExist	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DA9	rail.IRailStorageHelper	ListFiles	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DAA	rail.IRailStorageHelper	RemoveFile	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DAB	rail.IRailStorageHelper	IsFileSyncedToCloud	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DAC	rail.IRailStorageHelper	GetFileTimestamp	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DAD	rail.IRailStorageHelper	GetFileCount	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DAE	rail.IRailStorageHelper	GetFileNameAndSize	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DAF	rail.IRailStorageHelper	AsyncQueryQuota	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DB0	rail.IRailStorageHelper	SetSyncFileOption	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DB1	rail.IRailStorageHelper	IsCloudStorageEnabledForApp	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DB2	rail.IRailStorageHelper	IsCloudStorageEnabledForPlayer	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DB3	rail.IRailStorageHelper	AsyncPublishFileToUserSpace	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DB4	rail.IRailStorageHelper	OpenStreamFile	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DB5	rail.IRailStorageHelper	OpenStreamFile	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DB6	rail.IRailStorageHelper	AsyncListStreamFiles	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DB7	rail.IRailStorageHelper	AsyncRenameStreamFile	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DB8	rail.IRailStorageHelper	AsyncDeleteStreamFile	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DB9	rail.IRailStorageHelper	GetRailFileEnabledOS	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DBA	rail.IRailStorageHelper	SetRailFileEnabledOS	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DBB	rail.IRailStreamFile	GetFilename	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DBC	rail.IRailStreamFile	AsyncRead	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DBD	rail.IRailStreamFile	AsyncWrite	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DBE	rail.IRailStreamFile	GetSize	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DBF	rail.IRailStreamFile	Close	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DC0	rail.IRailStreamFile	Cancel	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DC1	rail.AsyncDeleteStreamFileResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DC2	rail.AsyncListFileResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DC3	rail.AsyncQueryQuotaResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DC4	rail.AsyncReadFileResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DC5	rail.AsyncReadStreamFileResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DC6	rail.AsyncRenameStreamFileResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DC7	rail.AsyncWriteFileResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DC8	rail.AsyncWriteStreamFileResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DC9	rail.RailListStreamFileOption	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DCA	rail.RailPublishFileToUserSpaceOption	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DCB	rail.RailStreamFileInfo	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DCC	rail.RailStreamFileOption	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DCD	rail.RailSyncFileOption	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DCE	rail.ShareStorageToSpaceWorkResult	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DCF	rail.IRailSystemHelper	SetTerminationTimeoutOwnershipExpired	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DD0	rail.IRailSystemHelper	GetPlatformSystemState	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DD1	rail.IRailSystemHelper	GetDistributeID	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
0x06001DD2	rail.RailFinalize	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DD3	rail.RailPlatformNotifyEventJoinGameByGameServer	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DD4	rail.RailPlatformNotifyEventJoinGameByRoom	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DD5	rail.RailPlatformNotifyEventJoinGameByUser	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DD6	rail.RailSystemStateChanged	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06001DD7	rail.IRailTextInputHelper	ShowTextInputWindow	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	NoInlining
