token	declaring_type	field	attributes
0x040012E1	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1597_ForagingLevel	Private
0x040012E2	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id230_RockGolem	Private
0x040012E3	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1137_SortMode	Private
0x040012E4	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id446_TargetY	Private
0x040012E5	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1083_Item	Private
0x040012E6	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id288_CrabPot	Private
0x040012E7	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id142_GemBirdType	Private
0x040012E8	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id196_Sewer	Private
0x040012E9	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id857_isCharging	Private
0x040012EA	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id965_usingRandomizedBobber	Private
0x040012EB	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1233_hasBeenKissedToday	Private
0x040012EC	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id865_glowRate	Private
0x040012ED	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id918_biteChime	Private
0x040012EE	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1033_score	Private
0x040012EF	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id411_WeatherDebris	Private
0x040012F0	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1553_questDescription	Private
0x040012F1	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id137_InstanceStatics	Private
0x040012F2	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id969_combatLevel	Private
0x040012F3	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id121_Farm	Private
0x040012F4	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id462_type	Private
0x040012F5	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id683_cowMilkProduced	Private
0x040012F6	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id86_BottomlessEnchantment	Private
0x040012F7	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id42_SandDuggy	Private
0x040012F8	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id305_StorageFurniture	Private
0x040012F9	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1392_fadeWhenPlayerIsBehind	Private
0x040012FA	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1405_Color3Saturation	Private
0x040012FB	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1212_miniJukeboxTrack	Private
0x040012FC	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id537_directionOffset	Private
0x040012FD	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1278_lungeSpeed	Private
0x040012FE	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1774_debuff	Private
0x040012FF	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1054_dayQuestAccepted	Private
0x04001300	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1340_aimTime	Private
0x04001301	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id735_playerLimit	Private
0x04001302	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id91_DefenseEnchantment	Private
0x04001303	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id502_isPrismatic	Private
0x04001304	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1682_queenOfSauceRerunWeek	Private
0x04001305	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1090_SaveablePairOfStringString	Private
0x04001306	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1468_firstParrotDone	Private
0x04001307	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id725_levelTenFishing	Private
0x04001308	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id680_cheeseMade	Private
0x04001309	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id8_MouseCursor	Private
0x0400130A	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id322_GoSomewhereQuest	Private
0x0400130B	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1442_appliedFloor	Private
0x0400130C	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id45_BuffManager	Private
0x0400130D	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1618_friendshipReward	Private
0x0400130E	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id736_fullscreenResolutionX	Private
0x0400130F	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id514_level	Private
0x04001310	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1195_piecesOfHay	Private
0x04001311	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1681_Item	Private
0x04001312	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1587_netVersion	Private
0x04001313	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1182_Farmer1	Private
0x04001314	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id848_key	Private
0x04001315	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id496_indexInColorSheet	Private
0x04001316	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1412_overrideWaterColor	Private
0x04001317	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id127_FarmerSpriteLayers	Private
0x04001318	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id821_autoSave	Private
0x04001319	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id479_heldObject	Private
0x0400131A	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1172_GiftsThisWeek	Private
0x0400131B	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1310_stateTimer	Private
0x0400131C	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1811_moveBuildingPermissionMode	Private
0x0400131D	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id471_edibility	Private
0x0400131E	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1058_isBigCraftable	Private
0x0400131F	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id791_moveUpButton	Private
0x04001320	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1210_numberOfSpawnedObjectsOnMap	Private
0x04001321	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1396_Color1Hue	Private
0x04001322	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1027_fireSpeedLevel	Private
0x04001323	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id250_ChestHitSynchronizer	Private
0x04001324	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1051_moneyReward	Private
0x04001325	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1768_destroyMe	Private
0x04001326	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id860_drawOnTop	Private
0x04001327	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	id1581_confirmed	Private
0x04001328	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializerContract	readMethods	Private
0x04001329	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializerContract	writeMethods	Private
0x0400132A	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializerContract	typedSerializers	Private
0x0400132B	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializerContract	typeToSerializerDict	Private
0x0400132C	Netcode.NetClock	netVersion	Public
0x0400132D	Netcode.NetClock	LocalId	Public
0x0400132E	Netcode.NetClock	InterpolationTicks	Public
0x0400132F	Netcode.NetClock	blanks	Public
0x04001330	Netcode.AbstractNetSerializable	dirtyTick	Private
0x04001331	Netcode.AbstractNetSerializable	minNextDirtyTime	Private
0x04001332	Netcode.AbstractNetSerializable	ChangeVersion	Family
0x04001333	Netcode.AbstractNetSerializable	DeltaAggregateTicks	Public
0x04001334	Netcode.AbstractNetSerializable	needsTick	Private
0x04001335	Netcode.AbstractNetSerializable	childNeedsTick	Private
0x04001336	Netcode.AbstractNetSerializable	<Name>k__BackingField	Private
0x04001337	Netcode.AbstractNetSerializable	<Root>k__BackingField	Private
0x04001338	Netcode.AbstractNetSerializable	parent	Private
0x04001339	Netcode.NetArray`2	appendPosition	Private
0x0400133A	Netcode.NetArray`2	elements	Private, InitOnly
0x0400133B	Netcode.NetArray`2	OnFieldCreate	Private
0x0400133C	Netcode.NetCollection`1	guids	Private
0x0400133D	Netcode.NetCollection`1	list	Private
0x0400133E	Netcode.NetCollection`1	elements	Private
0x0400133F	Netcode.NetCollection`1	OnValueAdded	Private
0x04001340	Netcode.NetCollection`1	OnValueRemoved	Private
0x04001341	Netcode.NetDictionary`5	InterpolationWait	Public
0x04001342	Netcode.NetDictionary`5	dict	Private
0x04001343	Netcode.NetDictionary`5	dictReassigns	Private
0x04001344	Netcode.NetDictionary`5	outgoingChanges	Private
0x04001345	Netcode.NetDictionary`5	incomingChanges	Private
0x04001346	Netcode.NetDictionary`5	OnValueAdded	Private
0x04001347	Netcode.NetDictionary`5	OnValueRemoved	Private
0x04001348	Netcode.NetDictionary`5	OnValueTargetUpdated	Private
0x04001349	Netcode.NetDictionary`5	OnConflictResolve	Private
0x0400134A	Netcode.NetEnum`1	xmlInitialized	Private
0x0400134B	Netcode.NetNullableEnum`1	xmlInitialized	Private
0x0400134C	Netcode.NetEvent0	onEvent	Private
0x0400134D	Netcode.NetEvent0	Counter	Public, InitOnly
0x0400134E	Netcode.NetEvent0	currentCount	Private
0x0400134F	Netcode.AbstractNetEvent1`1	onEvent	Private
0x04001350	Netcode.AbstractNetEvent1`1	InterpolationWait	Public
0x04001351	Netcode.AbstractNetEvent1`1	outgoingEvents	Private
0x04001352	Netcode.AbstractNetEvent1`1	incomingEvents	Private
0x04001353	Netcode.NetFieldBase`2	fieldChangeEvent	Private
0x04001354	Netcode.NetFieldBase`2	fieldChangeVisibleEvent	Private
0x04001355	Netcode.NetFieldBase`2	_bools	Family
0x04001356	Netcode.NetFieldBase`2	interpolationStartTick	Family
0x04001357	Netcode.NetFieldBase`2	value	Family
0x04001358	Netcode.NetFieldBase`2	previousValue	Family
0x04001359	Netcode.NetFieldBase`2	targetValue	Family
0x0400135A	Netcode.NetIntDelta	networkValue	Private
0x0400135B	Netcode.NetIntDelta	DirtyThreshold	Public
0x0400135C	Netcode.NetIntDelta	Minimum	Public
0x0400135D	Netcode.NetIntDelta	Maximum	Public
0x0400135E	Netcode.NetString	FilterStringEvent	Private
0x0400135F	Netcode.NetVector2	AxisAlignedMovement	Public
0x04001360	Netcode.NetVector2	ExtrapolationSpeed	Public
0x04001361	Netcode.NetVector2	MinDeltaForDirectionChange	Public
0x04001362	Netcode.NetVector2	MaxInterpolationDistance	Public
0x04001363	Netcode.NetVector2	interpolateXFirst	Private
0x04001364	Netcode.NetVector2	isExtrapolating	Private
0x04001365	Netcode.NetVector2	isFixingExtrapolation	Private
0x04001366	Netcode.NetFields	ShouldValidateNetFields	Public, Static
0x04001367	Netcode.NetFields	<Name>k__BackingField	Private, InitOnly
0x04001368	Netcode.NetFields	<Owner>k__BackingField	Private
0x04001369	Netcode.NetFields	fields	Private, InitOnly
0x0400136A	Netcode.NetHashSet`1	InterpolationWait	Public
0x0400136B	Netcode.NetHashSet`1	Set	Private, InitOnly
0x0400136C	Netcode.NetHashSet`1	IncomingChanges	Private, InitOnly
0x0400136D	Netcode.NetHashSet`1	OutgoingChanges	Private, InitOnly
0x0400136E	Netcode.NetHashSet`1	OnValueAdded	Private
0x0400136F	Netcode.NetHashSet`1	OnValueRemoved	Private
0x04001370	Netcode.NetList`2	initialSize	Private, Static, Literal, HasDefault
0x04001371	Netcode.NetList`2	resizeFactor	Private, Static, Literal, HasDefault
0x04001372	Netcode.NetList`2	count	Family, InitOnly
0x04001373	Netcode.NetList`2	array	Family, InitOnly
0x04001374	Netcode.NetList`2	OnElementChanged	Private
0x04001375	Netcode.NetList`2	OnArrayReplaced	Private
0x04001376	Netcode.NetObjectShrinkList`1	array	Private
0x04001377	Netcode.NetRefBase`2	Serializer	Public
0x04001378	Netcode.NetRefBase`2	deltaType	Private
0x04001379	Netcode.NetRefBase`2	reassigned	Family
0x0400137A	Netcode.NetRefBase`2	OnConflictResolve	Private
0x0400137B	Netcode.NetRefTypes	types	Private, Static
0x0400137C	Netcode.NetRoot`1	connections	Private
0x0400137D	Netcode.NetRoot`1	<Clock>k__BackingField	Private, InitOnly
0x0400137E	Netcode.NetRootDictionary`2	Serializer	Public
0x0400137F	Netcode.NetRootDictionary`2	Roots	Public
0x04001380	Netcode.NetVersion	localPeerData	Private
0x04001381	Netcode.NetVersion	extended	Private
0x04001382	Netcode.NetVersion	numElements	Private
0x04001383	Netcode.NetVersion	capacityExp	Private
0x04001384	Netcode.Validation.NetFieldValidatorEntry	<Name>k__BackingField	Private, InitOnly
0x04001385	Netcode.Validation.NetFieldValidatorEntry	<Value>k__BackingField	Private, InitOnly
0x04001386	Netcode.Validation.NetFieldValidatorEntry	<FromField>k__BackingField	Private, InitOnly
0x04001387	LWJGL.LZ4	NativeName	Private, Static, Literal, HasDefault
0x04001388	ContentManifest.Internal.CHArray	ElementList	Private, Static, InitOnly
0x04001389	ContentManifest.Internal.CHArray	Elements	Public
0x0400138A	ContentManifest.Internal.CHBoolean	RawBoolean	Public
0x0400138B	ContentManifest.Internal.CHElement	Value	Public
0x0400138C	ContentManifest.Internal.CHJson	Element	Public
0x0400138D	ContentManifest.Internal.CHJsonParserContext	ReadHead	Public
0x0400138E	ContentManifest.Internal.CHJsonParserContext	JsonText	Public
0x0400138F	ContentManifest.Internal.CHNumber	DoubleSb	Private, Static
0x04001390	ContentManifest.Internal.CHNumber	RawDouble	Public
0x04001391	ContentManifest.Internal.CHObject	Members	Public, InitOnly
0x04001392	ContentManifest.Internal.CHString	RawString	Public
0x04001393	ContentManifest.Internal.CHValue	RawValue	Public
0x04001394	ContentManifest.Internal.CHValue	ValueType	Public
0x04001395	ContentManifest.Internal.CHValueEnum	value__	Public, SpecialName, RTSpecialName
0x04001396	ContentManifest.Internal.CHValueEnum	Object	Public, Static, Literal, HasDefault
0x04001397	ContentManifest.Internal.CHValueEnum	Array	Public, Static, Literal, HasDefault
0x04001398	ContentManifest.Internal.CHValueEnum	String	Public, Static, Literal, HasDefault
0x04001399	ContentManifest.Internal.CHValueEnum	Number	Public, Static, Literal, HasDefault
0x0400139A	ContentManifest.Internal.CHValueEnum	Boolean	Public, Static, Literal, HasDefault
0x0400139B	ContentManifest.Internal.CHValueEnum	Null	Public, Static, Literal, HasDefault
0x0400139C	ContentManifest.Internal.CHValueEnum	Unknown	Public, Static, Literal, HasDefault
0x0400139D	ContentManifest.Internal.CHValueUnion	ValueObject	Public
0x0400139E	ContentManifest.Internal.CHValueUnion	ValueArray	Public
0x0400139F	ContentManifest.Internal.CHValueUnion	ValueString	Public
0x040013A0	ContentManifest.Internal.CHValueUnion	ValueNumber	Public
0x040013A1	ContentManifest.Internal.CHValueUnion	ValueBoolean	Public
0x040013A2	ContentManifest.Internal.CHValueUnion	ValueNull	Public
0x040013A3	TinyTween.TweenState	value__	Public, SpecialName, RTSpecialName
0x040013A4	TinyTween.TweenState	Running	Public, Static, Literal, HasDefault
0x040013A5	TinyTween.TweenState	Paused	Public, Static, Literal, HasDefault
0x040013A6	TinyTween.TweenState	Stopped	Public, Static, Literal, HasDefault
0x040013A7	TinyTween.StopBehavior	value__	Public, SpecialName, RTSpecialName
0x040013A8	TinyTween.StopBehavior	AsIs	Public, Static, Literal, HasDefault
0x040013A9	TinyTween.StopBehavior	ForceComplete	Public, Static, Literal, HasDefault
0x040013AA	TinyTween.Tween`1	lerpFunc	Private, InitOnly
0x040013AB	TinyTween.Tween`1	currentTime	Private
0x040013AC	TinyTween.Tween`1	duration	Private
0x040013AD	TinyTween.Tween`1	scaleFunc	Private
0x040013AE	TinyTween.Tween`1	state	Private
0x040013AF	TinyTween.Tween`1	start	Private
0x040013B0	TinyTween.Tween`1	end	Private
0x040013B1	TinyTween.Tween`1	value	Private
0x040013B2	TinyTween.FloatTween	LerpFunc	Private, Static, InitOnly
0x040013B3	TinyTween.Vector2Tween	LerpFunc	Private, Static, InitOnly
0x040013B4	TinyTween.Vector3Tween	LerpFunc	Private, Static, InitOnly
0x040013B5	TinyTween.Vector4Tween	LerpFunc	Private, Static, InitOnly
0x040013B6	TinyTween.ColorTween	LerpFunc	Private, Static, InitOnly
0x040013B7	TinyTween.QuaternionTween	LerpFunc	Private, Static, InitOnly
0x040013B8	TinyTween.ScaleFuncs	Linear	Public, Static, InitOnly
0x040013B9	TinyTween.ScaleFuncs	QuadraticEaseIn	Public, Static, InitOnly
0x040013BA	TinyTween.ScaleFuncs	QuadraticEaseOut	Public, Static, InitOnly
0x040013BB	TinyTween.ScaleFuncs	QuadraticEaseInOut	Public, Static, InitOnly
0x040013BC	TinyTween.ScaleFuncs	CubicEaseIn	Public, Static, InitOnly
0x040013BD	TinyTween.ScaleFuncs	CubicEaseOut	Public, Static, InitOnly
0x040013BE	TinyTween.ScaleFuncs	CubicEaseInOut	Public, Static, InitOnly
0x040013BF	TinyTween.ScaleFuncs	QuarticEaseIn	Public, Static, InitOnly
0x040013C0	TinyTween.ScaleFuncs	QuarticEaseOut	Public, Static, InitOnly
0x040013C1	TinyTween.ScaleFuncs	QuarticEaseInOut	Public, Static, InitOnly
0x040013C2	TinyTween.ScaleFuncs	QuinticEaseIn	Public, Static, InitOnly
0x040013C3	TinyTween.ScaleFuncs	QuinticEaseOut	Public, Static, InitOnly
0x040013C4	TinyTween.ScaleFuncs	QuinticEaseInOut	Public, Static, InitOnly
0x040013C5	TinyTween.ScaleFuncs	SineEaseIn	Public, Static, InitOnly
0x040013C6	TinyTween.ScaleFuncs	SineEaseOut	Public, Static, InitOnly
0x040013C7	TinyTween.ScaleFuncs	SineEaseInOut	Public, Static, InitOnly
0x040013C8	TinyTween.ScaleFuncs	Pi	Private, Static, Literal, HasDefault
0x040013C9	TinyTween.ScaleFuncs	HalfPi	Private, Static, Literal, HasDefault
0x040013CA	StardewValley.Game1	savesPath	Public, Static
0x040013CB	StardewValley.Game1	hiddenSavesPath	Public, Static
0x040013CC	StardewValley.Game1	screenshotsPath	Public, Static
0x040013CD	StardewValley.Game1	CloudSync	Public, Static, InitOnly
0x040013CE	StardewValley.Game1	xEdge	Public, Static
0x040013CF	StardewValley.Game1	toolbarPaddingX	Public, Static
0x040013D0	StardewValley.Game1	clientBounds	Public, Static
0x040013D1	StardewValley.Game1	linkedChallengeNew	Assembly, Static
0x040013D2	StardewValley.Game1	linkedChallenge	Assembly, Static
0x040013D3	StardewValley.Game1	linkedChallengeMutex	Assembly, Static
0x040013D4	StardewValley.Game1	_lastBackButtonState	Private
0x040013D5	StardewValley.Game1	tapHoldTime	Public, Static, Literal, HasDefault
0x040013D6	StardewValley.Game1	headerOffset	Public, Static, Literal, HasDefault
0x040013D7	StardewValley.Game1	maxItemSlotSize	Public, Static
0x040013D8	StardewValley.Game1	skipTutorials	Public, Static
0x040013D9	StardewValley.Game1	emergencyLoading	Public, Static
0x040013DA	StardewValley.Game1	SeenConcernedApeLogo	Public, Static
0x040013DB	StardewValley.Game1	titleButtonsTextureName	Public, Static, Literal, HasDefault
0x040013DC	StardewValley.Game1	titleButtonsTexture	Public, Static
0x040013DD	StardewValley.Game1	logoFadeTimer	Public, Static
0x040013DE	StardewValley.Game1	_greenSquareAnimIndex	Private
0x040013DF	StardewValley.Game1	_greenSquareLastUpdateTicks	Private
0x040013E0	StardewValley.Game1	_lastActiveObject	Private
0x040013E1	StardewValley.Game1	_lastLocation	Private
0x040013E2	StardewValley.Game1	_pendingTrackName	Private, Static
0x040013E3	StardewValley.Game1	locationLoader	Private, Static
0x040013E4	StardewValley.Game1	farmerLoader	Private, Static
0x040013E5	StardewValley.Game1	wholeBackupLoader	Private, Static
0x040013E6	StardewValley.Game1	unlockedMultiplayer	Private, Static
0x040013E7	StardewValley.Game1	virtualJoypad	Public, Static
0x040013E8	StardewValley.Game1	mobileSpriteSheet	Public, Static
0x040013E9	StardewValley.Game1	musicWaveBankState	Public, Static
0x040013EA	StardewValley.Game1	IncrementalLoadEnabled	Public, Static, Literal, HasDefault
0x040013EB	StardewValley.Game1	pixelZoom	Public, Static, Literal, HasDefault
0x040013EC	StardewValley.Game1	tileSize	Public, Static, Literal, HasDefault
0x040013ED	StardewValley.Game1	smallestTileSize	Public, Static, Literal, HasDefault
0x040013EE	StardewValley.Game1	up	Public, Static, Literal, HasDefault
0x040013EF	StardewValley.Game1	right	Public, Static, Literal, HasDefault
0x040013F0	StardewValley.Game1	down	Public, Static, Literal, HasDefault
0x040013F1	StardewValley.Game1	left	Public, Static, Literal, HasDefault
0x040013F2	StardewValley.Game1	dialogueBoxTileHeight	Public, Static, Literal, HasDefault
0x040013F3	StardewValley.Game1	realMilliSecondsPerGameMinute	Public, Static
0x040013F4	StardewValley.Game1	realMilliSecondsPerGameTenMinutes	Public, Static
0x040013F5	StardewValley.Game1	rainDensity	Public, Static, Literal, HasDefault
0x040013F6	StardewValley.Game1	rainLoopLength	Public, Static, Literal, HasDefault
0x040013F7	StardewValley.Game1	cursor_none	Public, Static, InitOnly
0x040013F8	StardewValley.Game1	cursor_default	Public, Static, InitOnly
0x040013F9	StardewValley.Game1	cursor_wait	Public, Static, InitOnly
0x040013FA	StardewValley.Game1	cursor_grab	Public, Static, InitOnly
0x040013FB	StardewValley.Game1	cursor_gift	Public, Static, InitOnly
0x040013FC	StardewValley.Game1	cursor_talk	Public, Static, InitOnly
0x040013FD	StardewValley.Game1	cursor_look	Public, Static, InitOnly
0x040013FE	StardewValley.Game1	cursor_harvest	Public, Static, InitOnly
0x040013FF	StardewValley.Game1	cursor_gamepad_pointer	Public, Static, InitOnly
0x04001400	StardewValley.Game1	asianSpacingRegexString	Public, Static, InitOnly
0x04001401	StardewValley.Game1	legacy_weather_sunny	Public, Static, Literal, HasDefault
0x04001402	StardewValley.Game1	legacy_weather_rain	Public, Static, Literal, HasDefault
0x04001403	StardewValley.Game1	legacy_weather_debris	Public, Static, Literal, HasDefault
0x04001404	StardewValley.Game1	legacy_weather_lightning	Public, Static, Literal, HasDefault
0x04001405	StardewValley.Game1	legacy_weather_festival	Public, Static, Literal, HasDefault
0x04001406	StardewValley.Game1	legacy_weather_snow	Public, Static, Literal, HasDefault
0x04001407	StardewValley.Game1	legacy_weather_wedding	Public, Static, Literal, HasDefault
0x04001408	StardewValley.Game1	weather_sunny	Public, Static, Literal, HasDefault
0x04001409	StardewValley.Game1	weather_rain	Public, Static, Literal, HasDefault
0x0400140A	StardewValley.Game1	weather_green_rain	Public, Static, Literal, HasDefault
0x0400140B	StardewValley.Game1	weather_debris	Public, Static, Literal, HasDefault
0x0400140C	StardewValley.Game1	weather_lightning	Public, Static, Literal, HasDefault
0x0400140D	StardewValley.Game1	weather_festival	Public, Static, Literal, HasDefault
0x0400140E	StardewValley.Game1	weather_snow	Public, Static, Literal, HasDefault
0x0400140F	StardewValley.Game1	weather_wedding	Public, Static, Literal, HasDefault
0x04001410	StardewValley.Game1	builder_robin	Public, Static, Literal, HasDefault
0x04001411	StardewValley.Game1	builder_wizard	Public, Static, Literal, HasDefault
0x04001412	StardewValley.Game1	shop_adventurersGuild	Public, Static, Literal, HasDefault
0x04001413	StardewValley.Game1	shop_adventurersGuildItemRecovery	Public, Static, Literal, HasDefault
0x04001414	StardewValley.Game1	shop_animalSupplies	Public, Static, Literal, HasDefault
0x04001415	StardewValley.Game1	shop_blacksmith	Public, Static, Literal, HasDefault
0x04001416	StardewValley.Game1	shop_blacksmithUpgrades	Public, Static, Literal, HasDefault
0x04001417	StardewValley.Game1	shop_boxOffice	Public, Static, Literal, HasDefault
0x04001418	StardewValley.Game1	shop_catalogue	Public, Static, Literal, HasDefault
0x04001419	StardewValley.Game1	shop_carpenter	Public, Static, Literal, HasDefault
0x0400141A	StardewValley.Game1	shop_casino	Public, Static, Literal, HasDefault
0x0400141B	StardewValley.Game1	shop_desertTrader	Public, Static, Literal, HasDefault
0x0400141C	StardewValley.Game1	shop_dwarf	Public, Static, Literal, HasDefault
0x0400141D	StardewValley.Game1	shop_fish	Public, Static, Literal, HasDefault
0x0400141E	StardewValley.Game1	shop_furnitureCatalogue	Public, Static, Literal, HasDefault
0x0400141F	StardewValley.Game1	shop_generalStore	Public, Static, Literal, HasDefault
0x04001420	StardewValley.Game1	shop_hatMouse	Public, Static, Literal, HasDefault
0x04001421	StardewValley.Game1	shop_hospital	Public, Static, Literal, HasDefault
0x04001422	StardewValley.Game1	shop_iceCreamStand	Public, Static, Literal, HasDefault
0x04001423	StardewValley.Game1	shop_islandTrader	Public, Static, Literal, HasDefault
0x04001424	StardewValley.Game1	shop_jojaMart	Public, Static, Literal, HasDefault
0x04001425	StardewValley.Game1	shop_krobus	Public, Static, Literal, HasDefault
0x04001426	StardewValley.Game1	shop_qiGemShop	Public, Static, Literal, HasDefault
0x04001427	StardewValley.Game1	shop_resortBar	Public, Static, Literal, HasDefault
0x04001428	StardewValley.Game1	shop_sandy	Public, Static, Literal, HasDefault
0x04001429	StardewValley.Game1	shop_saloon	Public, Static, Literal, HasDefault
0x0400142A	StardewValley.Game1	shop_travelingCart	Public, Static, Literal, HasDefault
0x0400142B	StardewValley.Game1	shop_volcanoShop	Public, Static, Literal, HasDefault
0x0400142C	StardewValley.Game1	shop_bookseller	Public, Static, Literal, HasDefault
0x0400142D	StardewValley.Game1	shop_bookseller_trade	Public, Static, Literal, HasDefault
0x0400142E	StardewValley.Game1	shop_jojaCatalogue	Public, Static, Literal, HasDefault
0x0400142F	StardewValley.Game1	shop_wizardCatalogue	Public, Static, Literal, HasDefault
0x04001430	StardewValley.Game1	shop_junimoCatalogue	Public, Static, Literal, HasDefault
0x04001431	StardewValley.Game1	shop_retroCatalogue	Public, Static, Literal, HasDefault
0x04001432	StardewValley.Game1	shop_trashCatalogue	Public, Static, Literal, HasDefault
0x04001433	StardewValley.Game1	shop_petAdoption	Public, Static, Literal, HasDefault
0x04001434	StardewValley.Game1	singlePlayer	Public, Static, Literal, HasDefault
0x04001435	StardewValley.Game1	multiplayerClient	Public, Static, Literal, HasDefault
0x04001436	StardewValley.Game1	multiplayerServer	Public, Static, Literal, HasDefault
0x04001437	StardewValley.Game1	logoScreenGameMode	Public, Static, Literal, HasDefault
0x04001438	StardewValley.Game1	titleScreenGameMode	Public, Static, Literal, HasDefault
0x04001439	StardewValley.Game1	loadScreenGameMode	Public, Static, Literal, HasDefault
0x0400143A	StardewValley.Game1	newGameMode	Public, Static, Literal, HasDefault
0x0400143B	StardewValley.Game1	playingGameMode	Public, Static, Literal, HasDefault
