token	type	attributes	methods	fields	properties	nested
0x020002BB	Microsoft.Xml.Serialization.GeneratedAssembly.DecoratableLocationSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002BC	Microsoft.Xml.Serialization.GeneratedAssembly.NetIntSerializer4	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002BD	Microsoft.Xml.Serialization.GeneratedAssembly.DesertSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002BE	Microsoft.Xml.Serialization.GeneratedAssembly.DesertFestivalSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002BF	Microsoft.Xml.Serialization.GeneratedAssembly.RaceStateSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002C0	Microsoft.Xml.Serialization.GeneratedAssembly.FarmCaveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002C1	Microsoft.Xml.Serialization.GeneratedAssembly.FarmHouseSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002C2	Microsoft.Xml.Serialization.GeneratedAssembly.FishShopSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002C3	Microsoft.Xml.Serialization.GeneratedAssembly.ForestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002C4	Microsoft.Xml.Serialization.GeneratedAssembly.IslandEastSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002C5	Microsoft.Xml.Serialization.GeneratedAssembly.IslandFarmCaveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002C6	Microsoft.Xml.Serialization.GeneratedAssembly.IslandFarmHouseSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002C7	Microsoft.Xml.Serialization.GeneratedAssembly.IslandFieldOfficeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002C8	Microsoft.Xml.Serialization.GeneratedAssembly.IslandForestLocationSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002C9	Microsoft.Xml.Serialization.GeneratedAssembly.IslandHutSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002CA	Microsoft.Xml.Serialization.GeneratedAssembly.IslandLocationSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002CB	Microsoft.Xml.Serialization.GeneratedAssembly.IslandNorthSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002CC	Microsoft.Xml.Serialization.GeneratedAssembly.IslandSecretSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002CD	Microsoft.Xml.Serialization.GeneratedAssembly.IslandShrineSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002CE	Microsoft.Xml.Serialization.GeneratedAssembly.IslandSouthSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002CF	Microsoft.Xml.Serialization.GeneratedAssembly.IslandSouthEastSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002D0	Microsoft.Xml.Serialization.GeneratedAssembly.IslandSouthEastCaveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002D1	Microsoft.Xml.Serialization.GeneratedAssembly.IslandWestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002D2	Microsoft.Xml.Serialization.GeneratedAssembly.IslandWestCave1Serializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002D3	Microsoft.Xml.Serialization.GeneratedAssembly.CaveCrystalSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002D4	Microsoft.Xml.Serialization.GeneratedAssembly.JojaMartSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002D5	Microsoft.Xml.Serialization.GeneratedAssembly.LibraryMuseumSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002D6	Microsoft.Xml.Serialization.GeneratedAssembly.ManorHouseSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002D7	Microsoft.Xml.Serialization.GeneratedAssembly.MermaidHouseSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002D8	Microsoft.Xml.Serialization.GeneratedAssembly.MineSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002D9	Microsoft.Xml.Serialization.GeneratedAssembly.MineInfoSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002DA	Microsoft.Xml.Serialization.GeneratedAssembly.MineShaftSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002DB	Microsoft.Xml.Serialization.GeneratedAssembly.MountainSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002DC	Microsoft.Xml.Serialization.GeneratedAssembly.MovieTheaterSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002DD	Microsoft.Xml.Serialization.GeneratedAssembly.MovieStatesSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002DE	Microsoft.Xml.Serialization.GeneratedAssembly.RacerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002DF	Microsoft.Xml.Serialization.GeneratedAssembly.RailroadSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002E0	Microsoft.Xml.Serialization.GeneratedAssembly.SeedShopSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002E1	Microsoft.Xml.Serialization.GeneratedAssembly.SewerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002E2	Microsoft.Xml.Serialization.GeneratedAssembly.ShopLocationSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002E3	Microsoft.Xml.Serialization.GeneratedAssembly.SubmarineSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002E4	Microsoft.Xml.Serialization.GeneratedAssembly.SummitSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002E5	Microsoft.Xml.Serialization.GeneratedAssembly.TownSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002E6	Microsoft.Xml.Serialization.GeneratedAssembly.WizardHouseSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002E7	Microsoft.Xml.Serialization.GeneratedAssembly.WoodsSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002E8	Microsoft.Xml.Serialization.GeneratedAssembly.MapSeatSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002E9	Microsoft.Xml.Serialization.GeneratedAssembly.MarriageDialogueReferenceSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002EA	Microsoft.Xml.Serialization.GeneratedAssembly.MineChestTypeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002EB	Microsoft.Xml.Serialization.GeneratedAssembly.AngryRogerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002EC	Microsoft.Xml.Serialization.GeneratedAssembly.BatSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002ED	Microsoft.Xml.Serialization.GeneratedAssembly.BigSlimeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002EE	Microsoft.Xml.Serialization.GeneratedAssembly.BlueSquidSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002EF	Microsoft.Xml.Serialization.GeneratedAssembly.BugSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002F0	Microsoft.Xml.Serialization.GeneratedAssembly.DinoMonsterSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002F1	Microsoft.Xml.Serialization.GeneratedAssembly.AttackStateSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002F2	Microsoft.Xml.Serialization.GeneratedAssembly.BreathProjectileSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002F3	Microsoft.Xml.Serialization.GeneratedAssembly.DuggySerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002F4	Microsoft.Xml.Serialization.GeneratedAssembly.DustSpiritSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002F5	Microsoft.Xml.Serialization.GeneratedAssembly.DwarvishSentrySerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002F6	Microsoft.Xml.Serialization.GeneratedAssembly.FlySerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002F7	Microsoft.Xml.Serialization.GeneratedAssembly.GhostSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002F8	Microsoft.Xml.Serialization.GeneratedAssembly.GhostVariantSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002F9	Microsoft.Xml.Serialization.GeneratedAssembly.GreenSlimeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002FA	Microsoft.Xml.Serialization.GeneratedAssembly.GrubSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002FB	Microsoft.Xml.Serialization.GeneratedAssembly.HotHeadSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002FC	Microsoft.Xml.Serialization.GeneratedAssembly.LavaLurkSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002FD	Microsoft.Xml.Serialization.GeneratedAssembly.StateSerializer1	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002FE	Microsoft.Xml.Serialization.GeneratedAssembly.LeaperSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020002FF	Microsoft.Xml.Serialization.GeneratedAssembly.MetalHeadSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000300	Microsoft.Xml.Serialization.GeneratedAssembly.MonsterSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000301	Microsoft.Xml.Serialization.GeneratedAssembly.MummySerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000302	Microsoft.Xml.Serialization.GeneratedAssembly.RockCrabSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000303	Microsoft.Xml.Serialization.GeneratedAssembly.RockGolemSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000304	Microsoft.Xml.Serialization.GeneratedAssembly.SerpentSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000305	Microsoft.Xml.Serialization.GeneratedAssembly.ShadowBruteSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000306	Microsoft.Xml.Serialization.GeneratedAssembly.ShadowGirlSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000307	Microsoft.Xml.Serialization.GeneratedAssembly.ShadowGuySerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000308	Microsoft.Xml.Serialization.GeneratedAssembly.ShadowShamanSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000309	Microsoft.Xml.Serialization.GeneratedAssembly.ShooterSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200030A	Microsoft.Xml.Serialization.GeneratedAssembly.SkeletonSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200030B	Microsoft.Xml.Serialization.GeneratedAssembly.SpikerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200030C	Microsoft.Xml.Serialization.GeneratedAssembly.SquidKidSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200030D	Microsoft.Xml.Serialization.GeneratedAssembly.MovieInvitationSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200030E	Microsoft.Xml.Serialization.GeneratedAssembly.MovieViewerLockEventSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200030F	Microsoft.Xml.Serialization.GeneratedAssembly.NetIntIntArrayDictionarySerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000310	Microsoft.Xml.Serialization.GeneratedAssembly.NetLoggerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000311	Microsoft.Xml.Serialization.GeneratedAssembly.NetStringIntArrayDictionarySerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000312	Microsoft.Xml.Serialization.GeneratedAssembly.NetSynchronizerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000313	Microsoft.Xml.Serialization.GeneratedAssembly.BuilderDataSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000314	Microsoft.Xml.Serialization.GeneratedAssembly.ChestHitArgsSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000315	Microsoft.Xml.Serialization.GeneratedAssembly.ChestHitSynchronizerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000316	Microsoft.Xml.Serialization.GeneratedAssembly.ChestHitTimerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000317	Microsoft.Xml.Serialization.GeneratedAssembly.DedicatedServerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000318	Microsoft.Xml.Serialization.GeneratedAssembly.DedicatedServerMessageTypeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000319	Microsoft.Xml.Serialization.GeneratedAssembly.IncomingMessageSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200031A	Microsoft.Xml.Serialization.GeneratedAssembly.LocationWeatherSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200031B	Microsoft.Xml.Serialization.GeneratedAssembly.NetBundlesSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200031C	Microsoft.Xml.Serialization.GeneratedAssembly.NetCharacterRefSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200031D	Microsoft.Xml.Serialization.GeneratedAssembly.NetDancePartnerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200031E	Microsoft.Xml.Serialization.GeneratedAssembly.NetIntSerializer5	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200031F	Microsoft.Xml.Serialization.GeneratedAssembly.NetFarmerCollectionSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000320	Microsoft.Xml.Serialization.GeneratedAssembly.NetFarmerRefSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000321	Microsoft.Xml.Serialization.GeneratedAssembly.NetFarmerCollectionSerializer1	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000322	Microsoft.Xml.Serialization.GeneratedAssembly.NetLocationRefSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000323	Microsoft.Xml.Serialization.GeneratedAssembly.NetMutexSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000324	Microsoft.Xml.Serialization.GeneratedAssembly.NetNPCRefSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000325	Microsoft.Xml.Serialization.GeneratedAssembly.NetPositionSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000326	Microsoft.Xml.Serialization.GeneratedAssembly.ReadySynchronizerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000327	Microsoft.Xml.Serialization.GeneratedAssembly.NetWitnessedLockSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000328	Microsoft.Xml.Serialization.GeneratedAssembly.OverlaidDictionarySerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000329	Microsoft.Xml.Serialization.GeneratedAssembly.NewDaySynchronizerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200032A	Microsoft.Xml.Serialization.GeneratedAssembly.NoiseSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200032B	Microsoft.Xml.Serialization.GeneratedAssembly.NonInstancedStaticSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200032C	Microsoft.Xml.Serialization.GeneratedAssembly.NPCSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200032D	Microsoft.Xml.Serialization.GeneratedAssembly.NumberSpriteSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200032E	Microsoft.Xml.Serialization.GeneratedAssembly.ObjectSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200032F	Microsoft.Xml.Serialization.GeneratedAssembly.PreserveTypeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000330	Microsoft.Xml.Serialization.GeneratedAssembly.BedFurnitureSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000331	Microsoft.Xml.Serialization.GeneratedAssembly.BedTypeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000332	Microsoft.Xml.Serialization.GeneratedAssembly.BootsSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000333	Microsoft.Xml.Serialization.GeneratedAssembly.BreakableContainerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000334	Microsoft.Xml.Serialization.GeneratedAssembly.CaskSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000335	Microsoft.Xml.Serialization.GeneratedAssembly.ChestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000336	Microsoft.Xml.Serialization.GeneratedAssembly.SpecialChestTypesSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000337	Microsoft.Xml.Serialization.GeneratedAssembly.ClothingSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000338	Microsoft.Xml.Serialization.GeneratedAssembly.ClothesTypeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000339	Microsoft.Xml.Serialization.GeneratedAssembly.ColoredObjectSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200033A	Microsoft.Xml.Serialization.GeneratedAssembly.CombinedRingSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200033B	Microsoft.Xml.Serialization.GeneratedAssembly.CrabPotSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200033C	Microsoft.Xml.Serialization.GeneratedAssembly.DefaultPhoneHandlerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200033D	Microsoft.Xml.Serialization.GeneratedAssembly.FishTankFurnitureSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200033E	Microsoft.Xml.Serialization.GeneratedAssembly.FishTankCategoriesSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200033F	Microsoft.Xml.Serialization.GeneratedAssembly.FurnitureSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000340	Microsoft.Xml.Serialization.GeneratedAssembly.HatSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000341	Microsoft.Xml.Serialization.GeneratedAssembly.HairDrawTypeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000342	Microsoft.Xml.Serialization.GeneratedAssembly.IndoorPotSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000343	Microsoft.Xml.Serialization.GeneratedAssembly.ItemPedestalSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000344	Microsoft.Xml.Serialization.GeneratedAssembly.MannequinSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000345	Microsoft.Xml.Serialization.GeneratedAssembly.MiniJukeboxSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000346	Microsoft.Xml.Serialization.GeneratedAssembly.PetLicenseSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000347	Microsoft.Xml.Serialization.GeneratedAssembly.PhoneSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000348	Microsoft.Xml.Serialization.GeneratedAssembly.RandomizedPlantFurnitureSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000349	Microsoft.Xml.Serialization.GeneratedAssembly.RingSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200034A	Microsoft.Xml.Serialization.GeneratedAssembly.SignSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200034B	Microsoft.Xml.Serialization.GeneratedAssembly.SpecialItemSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200034C	Microsoft.Xml.Serialization.GeneratedAssembly.StorageFurnitureSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200034D	Microsoft.Xml.Serialization.GeneratedAssembly.TrinketSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200034E	Microsoft.Xml.Serialization.GeneratedAssembly.TVSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200034F	Microsoft.Xml.Serialization.GeneratedAssembly.WallpaperSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000350	Microsoft.Xml.Serialization.GeneratedAssembly.WoodChipperSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000351	Microsoft.Xml.Serialization.GeneratedAssembly.WorkbenchSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000352	Microsoft.Xml.Serialization.GeneratedAssembly.OptionsSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000353	Microsoft.Xml.Serialization.GeneratedAssembly.GamepadModesSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000354	Microsoft.Xml.Serialization.GeneratedAssembly.ItemStowingModesSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000355	Microsoft.Xml.Serialization.GeneratedAssembly.PriorityQueueSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000356	Microsoft.Xml.Serialization.GeneratedAssembly.SchedulePathDescriptionSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000357	Microsoft.Xml.Serialization.GeneratedAssembly.PreconditionsSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000358	Microsoft.Xml.Serialization.GeneratedAssembly.DebuffingProjectileSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000359	Microsoft.Xml.Serialization.GeneratedAssembly.ProjectileSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200035A	Microsoft.Xml.Serialization.GeneratedAssembly.CraftingQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200035B	Microsoft.Xml.Serialization.GeneratedAssembly.DescriptionElementSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200035C	Microsoft.Xml.Serialization.GeneratedAssembly.FishingQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200035D	Microsoft.Xml.Serialization.GeneratedAssembly.GoSomewhereQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200035E	Microsoft.Xml.Serialization.GeneratedAssembly.HaveBuildingQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200035F	Microsoft.Xml.Serialization.GeneratedAssembly.ItemDeliveryQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000360	Microsoft.Xml.Serialization.GeneratedAssembly.ItemHarvestQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000361	Microsoft.Xml.Serialization.GeneratedAssembly.LostItemQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000362	Microsoft.Xml.Serialization.GeneratedAssembly.NetDescriptionElementListSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000363	Microsoft.Xml.Serialization.GeneratedAssembly.NetDescriptionElementListSerializer1	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000364	Microsoft.Xml.Serialization.GeneratedAssembly.QuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000365	Microsoft.Xml.Serialization.GeneratedAssembly.ResourceCollectionQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000366	Microsoft.Xml.Serialization.GeneratedAssembly.SecretLostItemQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000367	Microsoft.Xml.Serialization.GeneratedAssembly.SlayMonsterQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000368	Microsoft.Xml.Serialization.GeneratedAssembly.SocializeQuestSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000369	Microsoft.Xml.Serialization.GeneratedAssembly.RainDropSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200036A	Microsoft.Xml.Serialization.GeneratedAssembly.SaveGameSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200036B	Microsoft.Xml.Serialization.GeneratedAssembly.SaveFixesSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200036C	Microsoft.Xml.Serialization.GeneratedAssembly.SaveMigrator_1_3Serializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200036D	Microsoft.Xml.Serialization.GeneratedAssembly.SaveMigrator_1_4Serializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200036E	Microsoft.Xml.Serialization.GeneratedAssembly.SaveMigrator_1_5Serializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200036F	Microsoft.Xml.Serialization.GeneratedAssembly.SaveMigrator_1_6Serializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000370	Microsoft.Xml.Serialization.GeneratedAssembly.LegacyDescriptionElementSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000371	Microsoft.Xml.Serialization.GeneratedAssembly.Vector2ReaderSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000372	Microsoft.Xml.Serialization.GeneratedAssembly.Vector2SerializerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000373	Microsoft.Xml.Serialization.GeneratedAssembly.Vector2WriterSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000374	Microsoft.Xml.Serialization.GeneratedAssembly.ServerPrivacySerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000375	Microsoft.Xml.Serialization.GeneratedAssembly.ShedSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000376	Microsoft.Xml.Serialization.GeneratedAssembly.SlimeHutchSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000377	Microsoft.Xml.Serialization.GeneratedAssembly.CollectObjectiveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000378	Microsoft.Xml.Serialization.GeneratedAssembly.DeliverObjectiveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000379	Microsoft.Xml.Serialization.GeneratedAssembly.DonateObjectiveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200037A	Microsoft.Xml.Serialization.GeneratedAssembly.FishObjectiveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200037B	Microsoft.Xml.Serialization.GeneratedAssembly.GiftObjectiveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200037C	Microsoft.Xml.Serialization.GeneratedAssembly.LikeLevelsSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200037D	Microsoft.Xml.Serialization.GeneratedAssembly.JKScoreObjectiveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200037E	Microsoft.Xml.Serialization.GeneratedAssembly.OrderObjectiveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200037F	Microsoft.Xml.Serialization.GeneratedAssembly.ReachMineFloorObjectiveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000380	Microsoft.Xml.Serialization.GeneratedAssembly.ShipObjectiveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000381	Microsoft.Xml.Serialization.GeneratedAssembly.SlayObjectiveSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000382	Microsoft.Xml.Serialization.GeneratedAssembly.FriendshipRewardSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000383	Microsoft.Xml.Serialization.GeneratedAssembly.GemsRewardSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000384	Microsoft.Xml.Serialization.GeneratedAssembly.MailRewardSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
