token	declaring_type	field	attributes
0x040010CD	StardewValley.SDKs.GogGalaxy.GalaxyHelper	DisplayNameDataKey	Public, Static, Literal, HasDefault
0x040010CE	StardewValley.SDKs.GogGalaxy.GalaxyHelper	active	Public
0x040010CF	StardewValley.SDKs.GogGalaxy.GalaxyHelper	authListener	Private
0x040010D0	StardewValley.SDKs.GogGalaxy.GalaxyHelper	stateChangeListener	Private
0x040010D1	StardewValley.SDKs.GogGalaxy.GalaxyHelper	<Name>k__BackingField	Private, InitOnly
0x040010D2	StardewValley.SDKs.GogGalaxy.GalaxyHelper	<ConnectionFinished>k__BackingField	Private
0x040010D3	StardewValley.SDKs.GogGalaxy.GalaxyHelper	<ConnectionProgress>k__BackingField	Private
0x040010D4	StardewValley.SDKs.GogGalaxy.GalaxyHelper	networking	Private
0x040010D5	StardewValley.SDKs.GogGalaxy.GalaxyNetClient	lobbyId	Public
0x040010D6	StardewValley.SDKs.GogGalaxy.GalaxyNetClient	client	Family
0x040010D7	StardewValley.SDKs.GogGalaxy.GalaxyNetClient	serverId	Private
0x040010D8	StardewValley.SDKs.GogGalaxy.GalaxyNetClient	hostDisplayName	Private
0x040010D9	StardewValley.SDKs.GogGalaxy.GalaxyNetClient	galaxySpecificUserDataListener	Private
0x040010DA	StardewValley.SDKs.GogGalaxy.GalaxyNetClient	lastPingMs	Private
0x040010DB	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	GalaxyConnectionStringPrefix	Public, Static, Literal, HasDefault
0x040010DC	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	SteamConnectionStringPrefix	Public, Static, Literal, HasDefault
0x040010DD	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	GalaxyInvitePrefix	Public, Static, Literal, HasDefault
0x040010DE	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	SteamInvitePrefix	Public, Static, Literal, HasDefault
0x040010DF	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	lobbyRequested	Family
0x040010E0	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	lobbyEntered	Private
0x040010E1	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	lobbyJoinRequested	Private
0x040010E2	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	lobbyDataListener	Private
0x040010E3	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	richPresenceListener	Private
0x040010E4	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	lobbyUpdateListeners	Private
0x040010E5	StardewValley.SDKs.GogGalaxy.GalaxyNetServer	host	Private
0x040010E6	StardewValley.SDKs.GogGalaxy.GalaxyNetServer	server	Family
0x040010E7	StardewValley.SDKs.GogGalaxy.GalaxyNetServer	galaxySpecificUserDataListener	Private
0x040010E8	StardewValley.SDKs.GogGalaxy.GalaxyNetServer	peers	Family
0x040010E9	StardewValley.SDKs.GogGalaxy.GalaxyNetServer	displayNames	Family
0x040010EA	StardewValley.SDKs.GogGalaxy.GalaxySocket	Timeout	Public, Static, Literal, HasDefault
0x040010EB	StardewValley.SDKs.GogGalaxy.GalaxySocket	ProtocolVersionKey	Public, Static, Literal, HasDefault
0x040010EC	StardewValley.SDKs.GogGalaxy.GalaxySocket	HostNameDataKey	Public, Static, Literal, HasDefault
0x040010ED	StardewValley.SDKs.GogGalaxy.GalaxySocket	SteamHostIdDataKey	Public, Static, Literal, HasDefault
0x040010EE	StardewValley.SDKs.GogGalaxy.GalaxySocket	SteamLobbyIdDataKey	Public, Static, Literal, HasDefault
0x040010EF	StardewValley.SDKs.GogGalaxy.GalaxySocket	SendMaxPacketSize	Private, Static, Literal, HasDefault
0x040010F0	StardewValley.SDKs.GogGalaxy.GalaxySocket	ReceiveMaxPacketSize	Private, Static, Literal, HasDefault
0x040010F1	StardewValley.SDKs.GogGalaxy.GalaxySocket	RecreateLobbyDelay	Private, Static, Literal, HasDefault
0x040010F2	StardewValley.SDKs.GogGalaxy.GalaxySocket	HeartbeatDelay	Private, Static, Literal, HasDefault
0x040010F3	StardewValley.SDKs.GogGalaxy.GalaxySocket	HeartbeatMessage	Private, Static, Literal, HasDefault
0x040010F4	StardewValley.SDKs.GogGalaxy.GalaxySocket	isRecreatedLobby	Public
0x040010F5	StardewValley.SDKs.GogGalaxy.GalaxySocket	isFirstRecreateAttempt	Public
0x040010F6	StardewValley.SDKs.GogGalaxy.GalaxySocket	selfId	Private
0x040010F7	StardewValley.SDKs.GogGalaxy.GalaxySocket	connectingLobbyID	Private
0x040010F8	StardewValley.SDKs.GogGalaxy.GalaxySocket	lobby	Private
0x040010F9	StardewValley.SDKs.GogGalaxy.GalaxySocket	lobbyOwner	Private
0x040010FA	StardewValley.SDKs.GogGalaxy.GalaxySocket	galaxyLobbyEnterCallback	Private
0x040010FB	StardewValley.SDKs.GogGalaxy.GalaxySocket	galaxyLobbyCreatedCallback	Private
0x040010FC	StardewValley.SDKs.GogGalaxy.GalaxySocket	galaxyLobbyLeftCallback	Private
0x040010FD	StardewValley.SDKs.GogGalaxy.GalaxySocket	galaxyLobbyMemberStateCallback	Private
0x040010FE	StardewValley.SDKs.GogGalaxy.GalaxySocket	protocolVersion	Private
0x040010FF	StardewValley.SDKs.GogGalaxy.GalaxySocket	checkedProcotolVersion	Private
0x04001100	StardewValley.SDKs.GogGalaxy.GalaxySocket	lobbyData	Private
0x04001101	StardewValley.SDKs.GogGalaxy.GalaxySocket	privacy	Private
0x04001102	StardewValley.SDKs.GogGalaxy.GalaxySocket	memberLimit	Private
0x04001103	StardewValley.SDKs.GogGalaxy.GalaxySocket	recreateTimer	Private
0x04001104	StardewValley.SDKs.GogGalaxy.GalaxySocket	heartbeatTimer	Private
0x04001105	StardewValley.SDKs.GogGalaxy.GalaxySocket	connections	Private
0x04001106	StardewValley.SDKs.GogGalaxy.GalaxySocket	ghosts	Private
0x04001107	StardewValley.SDKs.GogGalaxy.GalaxySocket	incompletePackets	Private
0x04001108	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyAuthListener	OnSuccess	Private, InitOnly
0x04001109	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyAuthListener	OnFailure	Private, InitOnly
0x0400110A	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyAuthListener	OnLost	Private, InitOnly
0x0400110B	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyGameJoinRequestedListener	Callback	Private, InitOnly
0x0400110C	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyCreatedListener	Callback	Private, InitOnly
0x0400110D	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyDataListener	Callback	Private, InitOnly
0x0400110E	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyDataRetrieveListener	OnSuccess	Private, InitOnly
0x0400110F	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyDataRetrieveListener	OnFailure	Private, InitOnly
0x04001110	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyEnteredListener	Callback	Private, InitOnly
0x04001111	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyLeftListener	Callback	Private, InitOnly
0x04001112	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyMemberStateListener	Callback	Private, InitOnly
0x04001113	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyOperationalStateChangeListener	Callback	Private, InitOnly
0x04001114	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyRichPresenceListener	Callback	Private, InitOnly
0x04001115	StardewValley.SDKs.GogGalaxy.Listeners.GalaxySpecificUserDataListener	Callback	Private, InitOnly
0x04001116	StardewValley.SDKs.GogGalaxy.Internal.Base36	Chars	Private, Static, Literal, HasDefault
0x04001117	StardewValley.SDKs.GogGalaxy.Internal.Base36	Base	Private, Static, Literal, HasDefault
0x04001118	StardewValley.SaveSerialization.SaveSerializer	_serializerLookup	Private, Static, InitOnly
0x04001119	StardewValley.SaveSerialization.Vector2Serializer	_reader	Private
0x0400111A	StardewValley.SaveSerialization.Vector2Serializer	_writer	Private
0x0400111B	StardewValley.SaveMigrations.SaveFixes	value__	Public, SpecialName, RTSpecialName
0x0400111C	StardewValley.SaveMigrations.SaveFixes	NONE	Public, Static, Literal, HasDefault
0x0400111D	StardewValley.SaveMigrations.SaveFixes	StoredBigCraftablesStackFix	Public, Static, Literal, HasDefault
0x0400111E	StardewValley.SaveMigrations.SaveFixes	PorchedCabinBushesFix	Public, Static, Literal, HasDefault
0x0400111F	StardewValley.SaveMigrations.SaveFixes	ChangeObeliskFootprintHeight	Public, Static, Literal, HasDefault
0x04001120	StardewValley.SaveMigrations.SaveFixes	CreateStorageDressers	Public, Static, Literal, HasDefault
0x04001121	StardewValley.SaveMigrations.SaveFixes	InferPreserves	Public, Static, Literal, HasDefault
0x04001122	StardewValley.SaveMigrations.SaveFixes	TransferHatSkipHairFlag	Public, Static, Literal, HasDefault
0x04001123	StardewValley.SaveMigrations.SaveFixes	RevealSecretNoteItemTastes	Public, Static, Literal, HasDefault
0x04001124	StardewValley.SaveMigrations.SaveFixes	TransferHoneyTypeToPreserves	Public, Static, Literal, HasDefault
0x04001125	StardewValley.SaveMigrations.SaveFixes	TransferNoteBlockScale	Public, Static, Literal, HasDefault
0x04001126	StardewValley.SaveMigrations.SaveFixes	FixCropHarvestAmountsAndInferSeedIndex	Public, Static, Literal, HasDefault
0x04001127	StardewValley.SaveMigrations.SaveFixes	quarryMineBushes	Public, Static, Literal, HasDefault
0x04001128	StardewValley.SaveMigrations.SaveFixes	MissingQisChallenge	Public, Static, Literal, HasDefault
0x04001129	StardewValley.SaveMigrations.SaveFixes	BedsToFurniture	Public, Static, Literal, HasDefault
0x0400112A	StardewValley.SaveMigrations.SaveFixes	ChildBedsToFurniture	Public, Static, Literal, HasDefault
0x0400112B	StardewValley.SaveMigrations.SaveFixes	ModularizeFarmStructures	Public, Static, Literal, HasDefault
0x0400112C	StardewValley.SaveMigrations.SaveFixes	FixFlooringFlags	Public, Static, Literal, HasDefault
0x0400112D	StardewValley.SaveMigrations.SaveFixes	FixStableOwnership	Public, Static, Literal, HasDefault
0x0400112E	StardewValley.SaveMigrations.SaveFixes	AddTownBush	Public, Static, Literal, HasDefault
0x0400112F	StardewValley.SaveMigrations.SaveFixes	ResetForges	Public, Static, Literal, HasDefault
0x04001130	StardewValley.SaveMigrations.SaveFixes	MakeDarkSwordVampiric	Public, Static, Literal, HasDefault
0x04001131	StardewValley.SaveMigrations.SaveFixes	FixBeachFarmBushes	Public, Static, Literal, HasDefault
0x04001132	StardewValley.SaveMigrations.SaveFixes	OstrichIncubatorFragility	Public, Static, Literal, HasDefault
0x04001133	StardewValley.SaveMigrations.SaveFixes	LeoChildrenFix	Public, Static, Literal, HasDefault
0x04001134	StardewValley.SaveMigrations.SaveFixes	Leo6HeartGermanFix	Public, Static, Literal, HasDefault
0x04001135	StardewValley.SaveMigrations.SaveFixes	BirdieQuestRemovedFix	Public, Static, Literal, HasDefault
0x04001136	StardewValley.SaveMigrations.SaveFixes	SkippedSummit	Public, Static, Literal, HasDefault
0x04001137	StardewValley.SaveMigrations.SaveFixes	MigrateBuildingsToData	Public, Static, Literal, HasDefault
0x04001138	StardewValley.SaveMigrations.SaveFixes	ModularizeFarmhouse	Public, Static, Literal, HasDefault
0x04001139	StardewValley.SaveMigrations.SaveFixes	ModularizePets	Public, Static, Literal, HasDefault
0x0400113A	StardewValley.SaveMigrations.SaveFixes	AddNpcRemovalFlags	Public, Static, Literal, HasDefault
0x0400113B	StardewValley.SaveMigrations.SaveFixes	MigrateFarmhands	Public, Static, Literal, HasDefault
0x0400113C	StardewValley.SaveMigrations.SaveFixes	MigrateLitterItemData	Public, Static, Literal, HasDefault
0x0400113D	StardewValley.SaveMigrations.SaveFixes	MigrateHoneyItems	Public, Static, Literal, HasDefault
0x0400113E	StardewValley.SaveMigrations.SaveFixes	MigrateMachineLastOutputRule	Public, Static, Literal, HasDefault
0x0400113F	StardewValley.SaveMigrations.SaveFixes	StandardizeBundleFields	Public, Static, Literal, HasDefault
0x04001140	StardewValley.SaveMigrations.SaveFixes	MigrateAdventurerGoalFlags	Public, Static, Literal, HasDefault
0x04001141	StardewValley.SaveMigrations.SaveFixes	SetCropSeedId	Public, Static, Literal, HasDefault
0x04001142	StardewValley.SaveMigrations.SaveFixes	FixMineBoulderCollisions	Public, Static, Literal, HasDefault
0x04001143	StardewValley.SaveMigrations.SaveFixes	MigratePetAndPetBowlIds	Public, Static, Literal, HasDefault
0x04001144	StardewValley.SaveMigrations.SaveFixes	MigrateHousePaint	Public, Static, Literal, HasDefault
0x04001145	StardewValley.SaveMigrations.SaveFixes	MigrateShedFloorWallIds	Public, Static, Literal, HasDefault
0x04001146	StardewValley.SaveMigrations.SaveFixes	MigrateItemIds	Public, Static, Literal, HasDefault
0x04001147	StardewValley.SaveMigrations.SaveFixes	RemoveMeatFromAnimalBundle	Public, Static, Literal, HasDefault
0x04001148	StardewValley.SaveMigrations.SaveFixes	RemoveMasteryRoomFoliage	Public, Static, Literal, HasDefault
0x04001149	StardewValley.SaveMigrations.SaveFixes	AddTownTrees	Public, Static, Literal, HasDefault
0x0400114A	StardewValley.SaveMigrations.SaveFixes	MapAdjustments_1_6	Public, Static, Literal, HasDefault
0x0400114B	StardewValley.SaveMigrations.SaveFixes	MigrateWalletItems	Public, Static, Literal, HasDefault
0x0400114C	StardewValley.SaveMigrations.SaveFixes	MigrateResourceClumps	Public, Static, Literal, HasDefault
0x0400114D	StardewValley.SaveMigrations.SaveFixes	MigrateFishingRodAttachmentSlots	Public, Static, Literal, HasDefault
0x0400114E	StardewValley.SaveMigrations.SaveFixes	MoveSlimeHutches	Public, Static, Literal, HasDefault
0x0400114F	StardewValley.SaveMigrations.SaveFixes	AddLocationsVisited	Public, Static, Literal, HasDefault
0x04001150	StardewValley.SaveMigrations.SaveFixes	MarkStarterGiftBoxes	Public, Static, Literal, HasDefault
0x04001151	StardewValley.SaveMigrations.SaveFixes	MigrateMailEventsToTriggerActions	Public, Static, Literal, HasDefault
0x04001152	StardewValley.SaveMigrations.SaveFixes	ShiftFarmHouseFurnitureForExpansion	Public, Static, Literal, HasDefault
0x04001153	StardewValley.SaveMigrations.SaveFixes	MigratePreservesTo16	Public, Static, Literal, HasDefault
0x04001154	StardewValley.SaveMigrations.SaveFixes	MigrateQuestDataTo16	Public, Static, Literal, HasDefault
0x04001155	StardewValley.SaveMigrations.SaveFixes	SetBushesInPots	Public, Static, Literal, HasDefault
0x04001156	StardewValley.SaveMigrations.SaveFixes	FixItemsNotMarkedAsInInventory	Public, Static, Literal, HasDefault
0x04001157	StardewValley.SaveMigrations.SaveFixes	BetaFixesFor16	Public, Static, Literal, HasDefault
0x04001158	StardewValley.SaveMigrations.SaveFixes	FixBasicWines	Public, Static, Literal, HasDefault
0x04001159	StardewValley.SaveMigrations.SaveFixes	ResetForges_1_6	Public, Static, Literal, HasDefault
0x0400115A	StardewValley.SaveMigrations.SaveFixes	RestoreAncientSeedRecipe_1_6	Public, Static, Literal, HasDefault
0x0400115B	StardewValley.SaveMigrations.SaveFixes	FixInstancedInterior	Public, Static, Literal, HasDefault
0x0400115C	StardewValley.SaveMigrations.SaveFixes	FixNonInstancedInterior	Public, Static, Literal, HasDefault
0x0400115D	StardewValley.SaveMigrations.SaveFixes	PopulateConstructedBuildings	Public, Static, Literal, HasDefault
0x0400115E	StardewValley.SaveMigrations.SaveFixes	FixRacoonQuestCompletion	Public, Static, Literal, HasDefault
0x0400115F	StardewValley.SaveMigrations.SaveFixes	RestoreDwarvish	Public, Static, Literal, HasDefault
0x04001160	StardewValley.SaveMigrations.SaveFixes	FixTubOFlowers	Public, Static, Literal, HasDefault
0x04001161	StardewValley.SaveMigrations.SaveFixes	MigrateStatFields	Public, Static, Literal, HasDefault
0x04001162	StardewValley.SaveMigrations.SaveFixes	MakeWildSeedsDeterministic	Public, Static, Literal, HasDefault
0x04001163	StardewValley.SaveMigrations.SaveFixes	FixTranslatedInternalNames	Public, Static, Literal, HasDefault
0x04001164	StardewValley.SaveMigrations.SaveFixes	ConvertBuildingQuests	Public, Static, Literal, HasDefault
0x04001165	StardewValley.SaveMigrations.SaveFixes	AddJunimoKartAndPrairieKingStats	Public, Static, Literal, HasDefault
0x04001166	StardewValley.SaveMigrations.SaveFixes	FixEmptyLostAndFoundItemStacks	Public, Static, Literal, HasDefault
0x04001167	StardewValley.SaveMigrations.SaveFixes	FixDuplicateMissedMail	Public, Static, Literal, HasDefault
0x04001168	StardewValley.SaveMigrations.SaveFixes	MAX	Public, Static, Literal, HasDefault
0x04001169	StardewValley.SaveMigrations.SaveMigrator	LatestSaveFix	Public, Static, InitOnly
0x0400116A	StardewValley.SaveMigrations.SaveMigrator_1_3	<GameVersion>k__BackingField	Private, InitOnly
0x0400116B	StardewValley.SaveMigrations.SaveMigrator_1_4	<GameVersion>k__BackingField	Private, InitOnly
0x0400116C	StardewValley.SaveMigrations.SaveMigrator_1_5	<GameVersion>k__BackingField	Private, InitOnly
0x0400116D	StardewValley.SaveMigrations.SaveMigrator_1_6	<GameVersion>k__BackingField	Private, InitOnly
0x0400116E	StardewValley.Quests.CraftingQuest	obsolete_isBigCraftable	Public
0x0400116F	StardewValley.Quests.CraftingQuest	ItemId	Public, InitOnly
0x04001170	StardewValley.Quests.DescriptionElement	serializer	Public, Static
0x04001171	StardewValley.Quests.DescriptionElement	translationKey	Public
0x04001172	StardewValley.Quests.DescriptionElement	substitutions	Public
0x04001173	StardewValley.Quests.DescriptionElement	<NetFields>k__BackingField	Private, InitOnly
0x04001174	StardewValley.Quests.FishingQuest	target	Public, InitOnly
0x04001175	StardewValley.Quests.FishingQuest	targetMessage	Public
0x04001176	StardewValley.Quests.FishingQuest	numberToFish	Public, InitOnly
0x04001177	StardewValley.Quests.FishingQuest	reward	Public, InitOnly
0x04001178	StardewValley.Quests.FishingQuest	numberFished	Public, InitOnly
0x04001179	StardewValley.Quests.FishingQuest	ItemId	Public, InitOnly
0x0400117A	StardewValley.Quests.FishingQuest	parts	Public, InitOnly
0x0400117B	StardewValley.Quests.FishingQuest	dialogueparts	Public, InitOnly
0x0400117C	StardewValley.Quests.FishingQuest	objective	Public, InitOnly
0x0400117D	StardewValley.Quests.GoSomewhereQuest	whereToGo	Public, InitOnly
0x0400117E	StardewValley.Quests.HaveBuildingQuest	buildingType	Public, InitOnly
0x0400117F	StardewValley.Quests.ItemDeliveryQuest	targetMessage	Public
0x04001180	StardewValley.Quests.ItemDeliveryQuest	target	Public, InitOnly
0x04001181	StardewValley.Quests.ItemDeliveryQuest	ItemId	Public, InitOnly
0x04001182	StardewValley.Quests.ItemDeliveryQuest	number	Public, InitOnly
0x04001183	StardewValley.Quests.ItemDeliveryQuest	parts	Public, InitOnly
0x04001184	StardewValley.Quests.ItemDeliveryQuest	dialogueparts	Public, InitOnly
0x04001185	StardewValley.Quests.ItemDeliveryQuest	objective	Public, InitOnly
0x04001186	StardewValley.Quests.ItemHarvestQuest	ItemId	Public, InitOnly
0x04001187	StardewValley.Quests.ItemHarvestQuest	Number	Public, InitOnly
0x04001188	StardewValley.Quests.LostItemQuest	npcName	Public, InitOnly
0x04001189	StardewValley.Quests.LostItemQuest	locationOfItem	Public, InitOnly
0x0400118A	StardewValley.Quests.LostItemQuest	ItemId	Public, InitOnly
0x0400118B	StardewValley.Quests.LostItemQuest	tileX	Public, InitOnly
0x0400118C	StardewValley.Quests.LostItemQuest	tileY	Public, InitOnly
0x0400118D	StardewValley.Quests.LostItemQuest	itemFound	Public, InitOnly
0x0400118E	StardewValley.Quests.LostItemQuest	objective	Public, InitOnly
0x0400118F	StardewValley.Quests.Quest	type_basic	Public, Static, Literal, HasDefault
0x04001190	StardewValley.Quests.Quest	type_crafting	Public, Static, Literal, HasDefault
0x04001191	StardewValley.Quests.Quest	type_itemDelivery	Public, Static, Literal, HasDefault
0x04001192	StardewValley.Quests.Quest	type_monster	Public, Static, Literal, HasDefault
0x04001193	StardewValley.Quests.Quest	type_socialize	Public, Static, Literal, HasDefault
0x04001194	StardewValley.Quests.Quest	type_location	Public, Static, Literal, HasDefault
0x04001195	StardewValley.Quests.Quest	type_fishing	Public, Static, Literal, HasDefault
0x04001196	StardewValley.Quests.Quest	type_building	Public, Static, Literal, HasDefault
0x04001197	StardewValley.Quests.Quest	type_harvest	Public, Static, Literal, HasDefault
0x04001198	StardewValley.Quests.Quest	type_resource	Public, Static, Literal, HasDefault
0x04001199	StardewValley.Quests.Quest	type_weeding	Public, Static, Literal, HasDefault
0x0400119A	StardewValley.Quests.Quest	_currentObjective	Public
0x0400119B	StardewValley.Quests.Quest	_questDescription	Public
0x0400119C	StardewValley.Quests.Quest	_questTitle	Public
0x0400119D	StardewValley.Quests.Quest	rewardDescription	Public, InitOnly
0x0400119E	StardewValley.Quests.Quest	accepted	Public, InitOnly
0x0400119F	StardewValley.Quests.Quest	completed	Public, InitOnly
0x040011A0	StardewValley.Quests.Quest	dailyQuest	Public, InitOnly
0x040011A1	StardewValley.Quests.Quest	showNew	Public, InitOnly
0x040011A2	StardewValley.Quests.Quest	canBeCancelled	Public, InitOnly
0x040011A3	StardewValley.Quests.Quest	destroy	Public, InitOnly
0x040011A4	StardewValley.Quests.Quest	id	Public, InitOnly
0x040011A5	StardewValley.Quests.Quest	moneyReward	Public, InitOnly
0x040011A6	StardewValley.Quests.Quest	questType	Public, InitOnly
0x040011A7	StardewValley.Quests.Quest	daysLeft	Public, InitOnly
0x040011A8	StardewValley.Quests.Quest	dayQuestAccepted	Public, InitOnly
0x040011A9	StardewValley.Quests.Quest	nextQuests	Public, InitOnly
0x040011AA	StardewValley.Quests.Quest	<modData>k__BackingField	Private, InitOnly
0x040011AB	StardewValley.Quests.Quest	obsolete_completionString	Public
0x040011AC	StardewValley.Quests.Quest	<NetFields>k__BackingField	Private, InitOnly
0x040011AD	StardewValley.Quests.Quest	_loadedDescription	Private
0x040011AE	StardewValley.Quests.Quest	_loadedTitle	Family
0x040011AF	StardewValley.Quests.ResourceCollectionQuest	target	Public, InitOnly
0x040011B0	StardewValley.Quests.ResourceCollectionQuest	targetMessage	Public, InitOnly
0x040011B1	StardewValley.Quests.ResourceCollectionQuest	numberCollected	Public, InitOnly
0x040011B2	StardewValley.Quests.ResourceCollectionQuest	number	Public, InitOnly
0x040011B3	StardewValley.Quests.ResourceCollectionQuest	reward	Public, InitOnly
0x040011B4	StardewValley.Quests.ResourceCollectionQuest	ItemId	Public, InitOnly
0x040011B5	StardewValley.Quests.ResourceCollectionQuest	parts	Public, InitOnly
0x040011B6	StardewValley.Quests.ResourceCollectionQuest	dialogueparts	Public, InitOnly
0x040011B7	StardewValley.Quests.ResourceCollectionQuest	objective	Public, InitOnly
0x040011B8	StardewValley.Quests.SecretLostItemQuest	npcName	Public, InitOnly
0x040011B9	StardewValley.Quests.SecretLostItemQuest	friendshipReward	Public, InitOnly
0x040011BA	StardewValley.Quests.SecretLostItemQuest	exclusiveQuestId	Public, InitOnly
0x040011BB	StardewValley.Quests.SecretLostItemQuest	ItemId	Public, InitOnly
0x040011BC	StardewValley.Quests.SecretLostItemQuest	itemFound	Public, InitOnly
0x040011BD	StardewValley.Quests.SlayMonsterQuest	targetMessage	Public
0x040011BE	StardewValley.Quests.SlayMonsterQuest	monsterName	Public, InitOnly
0x040011BF	StardewValley.Quests.SlayMonsterQuest	target	Public, InitOnly
0x040011C0	StardewValley.Quests.SlayMonsterQuest	monster	Public, InitOnly
0x040011C1	StardewValley.Quests.SlayMonsterQuest	numberToKill	Public, InitOnly
0x040011C2	StardewValley.Quests.SlayMonsterQuest	reward	Public, InitOnly
0x040011C3	StardewValley.Quests.SlayMonsterQuest	numberKilled	Public, InitOnly
0x040011C4	StardewValley.Quests.SlayMonsterQuest	parts	Public, InitOnly
0x040011C5	StardewValley.Quests.SlayMonsterQuest	dialogueparts	Public, InitOnly
0x040011C6	StardewValley.Quests.SlayMonsterQuest	objective	Public, InitOnly
0x040011C7	StardewValley.Quests.SlayMonsterQuest	ignoreFarmMonsters	Public, InitOnly
0x040011C8	StardewValley.Quests.SocializeQuest	whoToGreet	Public, InitOnly
0x040011C9	StardewValley.Quests.SocializeQuest	total	Public, InitOnly
0x040011CA	StardewValley.Quests.SocializeQuest	parts	Public, InitOnly
0x040011CB	StardewValley.Quests.SocializeQuest	objective	Public, InitOnly
0x040011CC	StardewValley.Projectiles.BasicProjectile	damageToFarmer	Public, InitOnly
0x040011CD	StardewValley.Projectiles.BasicProjectile	collisionSound	Public, InitOnly
0x040011CE	StardewValley.Projectiles.BasicProjectile	explode	Public, InitOnly
0x040011CF	StardewValley.Projectiles.BasicProjectile	collisionBehavior	Public
0x040011D0	StardewValley.Projectiles.BasicProjectile	debuff	Public
0x040011D1	StardewValley.Projectiles.BasicProjectile	debuffSound	Public
0x040011D2	StardewValley.Projectiles.DebuffingProjectile	debuff	Public, InitOnly
0x040011D3	StardewValley.Projectiles.DebuffingProjectile	wavyMotion	Public
0x040011D4	StardewValley.Projectiles.DebuffingProjectile	debuffIntensity	Public
0x040011D5	StardewValley.Projectiles.DebuffingProjectile	periodicEffectTimer	Private
0x040011D6	StardewValley.Projectiles.Projectile	travelTimeBeforeCollisionPossible	Public, Static, Literal, HasDefault
0x040011D7	StardewValley.Projectiles.Projectile	goblinsCurseIndex	Public, Static, Literal, HasDefault
0x040011D8	StardewValley.Projectiles.Projectile	flameBallIndex	Public, Static, Literal, HasDefault
0x040011D9	StardewValley.Projectiles.Projectile	fearBolt	Public, Static, Literal, HasDefault
0x040011DA	StardewValley.Projectiles.Projectile	shadowBall	Public, Static, Literal, HasDefault
0x040011DB	StardewValley.Projectiles.Projectile	bone	Public, Static, Literal, HasDefault
0x040011DC	StardewValley.Projectiles.Projectile	throwingKnife	Public, Static, Literal, HasDefault
0x040011DD	StardewValley.Projectiles.Projectile	snowBall	Public, Static, Literal, HasDefault
0x040011DE	StardewValley.Projectiles.Projectile	shamanBolt	Public, Static, Literal, HasDefault
0x040011DF	StardewValley.Projectiles.Projectile	frostBall	Public, Static, Literal, HasDefault
0x040011E0	StardewValley.Projectiles.Projectile	frozenBolt	Public, Static, Literal, HasDefault
0x040011E1	StardewValley.Projectiles.Projectile	fireball	Public, Static, Literal, HasDefault
0x040011E2	StardewValley.Projectiles.Projectile	slash	Public, Static, Literal, HasDefault
0x040011E3	StardewValley.Projectiles.Projectile	arrowBolt	Public, Static, Literal, HasDefault
0x040011E4	StardewValley.Projectiles.Projectile	launchedSlime	Public, Static, Literal, HasDefault
0x040011E5	StardewValley.Projectiles.Projectile	magicArrow	Public, Static, Literal, HasDefault
0x040011E6	StardewValley.Projectiles.Projectile	iceOrb	Public, Static, Literal, HasDefault
0x040011E7	StardewValley.Projectiles.Projectile	projectileSheetName	Public, Static, Literal, HasDefault
0x040011E8	StardewValley.Projectiles.Projectile	timePerTailUpdate	Public, Static, Literal, HasDefault
0x040011E9	StardewValley.Projectiles.Projectile	boundingBoxWidth	Public, InitOnly
0x040011EA	StardewValley.Projectiles.Projectile	projectileSheet	Public, Static
0x040011EB	StardewValley.Projectiles.Projectile	startingAlpha	Family
0x040011EC	StardewValley.Projectiles.Projectile	currentTileSheetIndex	Public, InitOnly
0x040011ED	StardewValley.Projectiles.Projectile	itemId	Public, InitOnly
0x040011EE	StardewValley.Projectiles.Projectile	position	Public, InitOnly
0x040011EF	StardewValley.Projectiles.Projectile	tailLength	Public, InitOnly
0x040011F0	StardewValley.Projectiles.Projectile	tailCounter	Public
0x040011F1	StardewValley.Projectiles.Projectile	bounceSound	Public, InitOnly
0x040011F2	StardewValley.Projectiles.Projectile	bouncesLeft	Public, InitOnly
