token	type	attributes	methods	fields	properties	nested
0x02000139	StardewValley.Tests.ExtractSyntaxDelegate	Public, Sealed	4	0	0	0
0x0200013A	StardewValley.Tests.SyntaxAbstractor	Public, BeforeFieldInit	29	2	0	1
0x0200013B	StardewValley.Tests.TranslationValidator	Public, BeforeFieldInit	6	1	0	4
0x0200013C	StardewValley.Tests.TranslationValidatorIssue	Public, Sealed	0	5	0	0
0x0200013D	StardewValley.Tests.TranslationValidatorResult	Public, BeforeFieldInit	8	7	7	0
0x0200013E	StardewValley.TerrainFeatures.Bush	Public, BeforeFieldInit	29	25	0	2
0x0200013F	StardewValley.TerrainFeatures.CosmeticPlant	Public, BeforeFieldInit	8	3	0	0
0x02000140	StardewValley.TerrainFeatures.Flooring	Public, BeforeFieldInit	27	40	0	2
0x02000141	StardewValley.TerrainFeatures.FruitTree	Public, BeforeFieldInit	36	37	2	1
0x02000142	StardewValley.TerrainFeatures.GiantCrop	Public, BeforeFieldInit	15	3	1	1
0x02000143	StardewValley.TerrainFeatures.Grass	Public, BeforeFieldInit	24	27	0	0
0x02000144	StardewValley.TerrainFeatures.HoeDirt	Public, BeforeFieldInit	57	57	4	3
0x02000145	StardewValley.TerrainFeatures.HoeDirtFertilizerApplyStatus	Public, Sealed	0	5	0	0
0x02000146	StardewValley.TerrainFeatures.LargeTerrainFeature	Public, Abstract, BeforeFieldInit	5	2	1	0
0x02000147	StardewValley.TerrainFeatures.ResourceClump	Public, BeforeFieldInit	16	20	1	0
0x02000148	StardewValley.TerrainFeatures.Tent	Public, BeforeFieldInit	12	5	0	0
0x02000149	StardewValley.TerrainFeatures.TerrainFeature	Public, Abstract, BeforeFieldInit	28	7	6	0
0x0200014A	StardewValley.TerrainFeatures.Leaf	Public, BeforeFieldInit	1	5	0	0
0x0200014B	StardewValley.TerrainFeatures.Tree	Public, BeforeFieldInit	51	55	1	2
0x0200014C	StardewValley.SpecialOrders.SpecialOrder	Public, BeforeFieldInit	55	40	1	2
0x0200014D	StardewValley.SpecialOrders.SpecialOrderStatus	Public, Sealed	0	4	0	0
0x0200014E	StardewValley.SpecialOrders.Rewards.FriendshipReward	Public, BeforeFieldInit	4	2	0	0
0x0200014F	StardewValley.SpecialOrders.Rewards.GemsReward	Public, BeforeFieldInit	4	1	0	0
0x02000150	StardewValley.SpecialOrders.Rewards.MailReward	Public, BeforeFieldInit	4	3	0	0
0x02000151	StardewValley.SpecialOrders.Rewards.MoneyReward	Public, BeforeFieldInit	4	2	0	0
0x02000152	StardewValley.SpecialOrders.Rewards.ObjectReward	Public, BeforeFieldInit	5	3	1	0
0x02000153	StardewValley.SpecialOrders.Rewards.OrderReward	Public, BeforeFieldInit	5	1	1	0
0x02000154	StardewValley.SpecialOrders.Rewards.ResetEventReward	Public, BeforeFieldInit	4	1	0	0
0x02000155	StardewValley.SpecialOrders.Objectives.CollectObjective	Public, BeforeFieldInit	6	1	0	0
0x02000156	StardewValley.SpecialOrders.Objectives.DeliverObjective	Public, BeforeFieldInit	7	3	0	0
0x02000157	StardewValley.SpecialOrders.Objectives.DonateObjective	Public, BeforeFieldInit	11	6	0	0
0x02000158	StardewValley.SpecialOrders.Objectives.FishObjective	Public, BeforeFieldInit	6	1	0	0
0x02000159	StardewValley.SpecialOrders.Objectives.GiftObjective	Public, BeforeFieldInit	6	2	0	1
0x0200015A	StardewValley.SpecialOrders.Objectives.JKScoreObjective	Public, BeforeFieldInit	4	0	0	0
0x0200015B	StardewValley.SpecialOrders.Objectives.OrderObjective	Public, BeforeFieldInit	21	8	1	0
0x0200015C	StardewValley.SpecialOrders.Objectives.ReachMineFloorObjective	Public, BeforeFieldInit	6	1	0	0
0x0200015D	StardewValley.SpecialOrders.Objectives.ShipObjective	Public, BeforeFieldInit	6	2	0	0
0x0200015E	StardewValley.SpecialOrders.Objectives.SlayObjective	Public, BeforeFieldInit	6	2	0	0
0x0200015F	StardewValley.SDKs.NullSDKHelper	Public, BeforeFieldInit	17	4	7	0
0x02000160	StardewValley.SDKs.LobbyUpdateListener	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	1	0	0	0
0x02000161	StardewValley.SDKs.SDKNetHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	15	0	0	0
0x02000162	StardewValley.SDKs.SDKHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	16	0	7	0
0x02000163	StardewValley.SDKs.WeGameRail.RailHelper	Public, BeforeFieldInit	2	1	1	0
0x02000164	StardewValley.SDKs.Steam.SteamHelper	Public, BeforeFieldInit	32	14	8	0
0x02000165	StardewValley.SDKs.Steam.SteamNetClient	Sealed, BeforeFieldInit	23	10	0	2
0x02000166	StardewValley.SDKs.Steam.SteamNetHelper	Sealed, BeforeFieldInit	24	4	0	0
0x02000167	StardewValley.SDKs.Steam.SteamNetServer	Sealed, BeforeFieldInit	34	17	1	4
0x02000168	StardewValley.SDKs.Steam.Internal.ConnectionData	Sealed, BeforeFieldInit	1	5	0	0
0x02000169	StardewValley.SDKs.Steam.Internal.HybridLobby	SequentialLayout, Sealed, BeforeFieldInit	8	3	3	0
0x0200016A	StardewValley.SDKs.Steam.Internal.LobbyConnectionType	Sealed	0	5	0	0
0x0200016B	StardewValley.SDKs.Steam.Internal.SteamSocketUtils	Abstract, Sealed, BeforeFieldInit	4	0	0	0
0x0200016C	StardewValley.SDKs.GogGalaxy.GalaxyHelper	Public, BeforeFieldInit	23	10	7	0
0x0200016D	StardewValley.SDKs.GogGalaxy.GalaxyNetClient	Public, BeforeFieldInit	15	6	0	2
0x0200016E	StardewValley.SDKs.GogGalaxy.GalaxyNetHelper	Public, BeforeFieldInit	25	10	0	0
0x0200016F	StardewValley.SDKs.GogGalaxy.GalaxyNetServer	Public, BeforeFieldInit	25	5	1	4
0x02000170	StardewValley.SDKs.GogGalaxy.GalaxySocket	Public, BeforeFieldInit	33	30	6	2
0x02000171	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyAuthListener	Sealed, BeforeFieldInit	5	3	0	0
0x02000172	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyGameJoinRequestedListener	Sealed, BeforeFieldInit	3	1	0	0
0x02000173	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyCreatedListener	Sealed, BeforeFieldInit	3	1	0	0
0x02000174	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyDataListener	Sealed, BeforeFieldInit	3	1	0	0
0x02000175	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyDataRetrieveListener	Sealed, BeforeFieldInit	3	2	0	0
0x02000176	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyEnteredListener	Sealed, BeforeFieldInit	3	1	0	0
0x02000177	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyLeftListener	Sealed, BeforeFieldInit	3	1	0	0
0x02000178	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyLobbyMemberStateListener	Sealed, BeforeFieldInit	3	1	0	0
0x02000179	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyOperationalStateChangeListener	Sealed, BeforeFieldInit	3	1	0	0
0x0200017A	StardewValley.SDKs.GogGalaxy.Listeners.GalaxyRichPresenceListener	Sealed, BeforeFieldInit	3	1	0	0
0x0200017B	StardewValley.SDKs.GogGalaxy.Listeners.GalaxySpecificUserDataListener	Sealed, BeforeFieldInit	3	1	0	0
0x0200017C	StardewValley.SDKs.GogGalaxy.Internal.Base36	Public, BeforeFieldInit	3	2	0	0
0x0200017D	StardewValley.SaveSerialization.SaveSerializer	Public, Abstract, Sealed, BeforeFieldInit	9	1	0	0
0x0200017E	StardewValley.SaveSerialization.Vector2Reader	Public, BeforeFieldInit	4	0	0	0
0x0200017F	StardewValley.SaveSerialization.Vector2Serializer	Public, BeforeFieldInit	6	2	0	0
0x02000180	StardewValley.SaveSerialization.Vector2Writer	Public, BeforeFieldInit	3	0	0	0
0x02000181	StardewValley.SaveMigrations.ISaveMigrator	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	2	0	1	0
0x02000182	StardewValley.SaveMigrations.SaveFixes	Public, Sealed	0	78	0	0
0x02000183	StardewValley.SaveMigrations.SaveMigrator	Public, Abstract, Sealed, BeforeFieldInit	4	1	0	1
0x02000184	StardewValley.SaveMigrations.SaveMigrator_1_3	Public, BeforeFieldInit	7	1	1	2
0x02000185	StardewValley.SaveMigrations.SaveMigrator_1_4	Public, BeforeFieldInit	5	1	1	2
0x02000186	StardewValley.SaveMigrations.SaveMigrator_1_5	Public, BeforeFieldInit	4	1	1	1
0x02000187	StardewValley.SaveMigrations.SaveMigrator_1_6	Public, BeforeFieldInit	11	1	1	7
0x02000188	StardewValley.Quests.CraftingQuest	Public, BeforeFieldInit	4	2	0	0
0x02000189	StardewValley.Quests.NetDescriptionElementRef	Public, BeforeFieldInit	2	0	0	0
0x0200018A	StardewValley.Quests.NetDescriptionElementList	Public, BeforeFieldInit	4	0	0	0
0x0200018B	StardewValley.Quests.DescriptionElement	Public, BeforeFieldInit	5	4	1	0
0x0200018C	StardewValley.Quests.FishingQuest	Public, BeforeFieldInit	9	9	0	0
0x0200018D	StardewValley.Quests.GoSomewhereQuest	Public, BeforeFieldInit	4	1	0	0
0x0200018E	StardewValley.Quests.HaveBuildingQuest	Public, BeforeFieldInit	4	1	0	0
0x0200018F	StardewValley.Quests.ItemDeliveryQuest	Public, BeforeFieldInit	10	7	0	1
0x02000190	StardewValley.Quests.ItemHarvestQuest	Public, BeforeFieldInit	4	2	0	0
0x02000191	StardewValley.Quests.LostItemQuest	Public, BeforeFieldInit	7	7	0	0
0x02000192	StardewValley.Quests.Quest	Public, BeforeFieldInit	49	32	6	0
0x02000193	StardewValley.Quests.IQuest	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	15	0	0	0
0x02000194	StardewValley.Quests.ResourceCollectionQuest	Public, BeforeFieldInit	7	9	0	0
0x02000195	StardewValley.Quests.SecretLostItemQuest	Public, BeforeFieldInit	7	5	0	0
0x02000196	StardewValley.Quests.SlayMonsterQuest	Public, BeforeFieldInit	8	11	0	0
0x02000197	StardewValley.Quests.SocializeQuest	Public, BeforeFieldInit	6	4	0	0
0x02000198	StardewValley.Projectiles.BasicProjectile	Public, BeforeFieldInit	12	6	0	1
0x02000199	StardewValley.Projectiles.DebuffingProjectile	Public, BeforeFieldInit	10	4	0	0
0x0200019A	StardewValley.Projectiles.Projectile	Public, Abstract, BeforeFieldInit	26	64	6	0
0x0200019B	StardewValley.Pathfinding.LocationWarpRoute	Public, BeforeFieldInit	1	2	0	0
0x0200019C	StardewValley.Pathfinding.PathFindController	Public, BeforeFieldInit	19	17	0	2
0x0200019D	StardewValley.Pathfinding.PathNode	Public, BeforeFieldInit	6	5	0	0
0x0200019E	StardewValley.Pathfinding.PriorityQueue	Public, BeforeFieldInit	8	2	0	0
0x0200019F	StardewValley.Pathfinding.SchedulePathDescription	Public, BeforeFieldInit	1	7	0	0
0x020001A0	StardewValley.Pathfinding.WarpPathfindingCache	Public, Abstract, Sealed, BeforeFieldInit	6	4	0	0
0x020001A1	StardewValley.Objects.BedFurniture	Public, BeforeFieldInit	33	8	1	3
0x020001A2	StardewValley.Objects.Boots	Public, BeforeFieldInit	25	9	2	0
0x020001A3	StardewValley.Objects.BreakableContainer	Public, BeforeFieldInit	12	13	1	0
0x020001A4	StardewValley.Objects.Cask	Public, BeforeFieldInit	13	3	1	0
0x020001A5	StardewValley.Objects.Chest	Public, BeforeFieldInit	50	28	5	5
0x020001A6	StardewValley.Objects.Clothing	Public, BeforeFieldInit	17	14	3	1
0x020001A7	StardewValley.Objects.ColoredObject	Public, BeforeFieldInit	13	2	1	0
0x020001A8	StardewValley.Objects.CombinedRing	Public, BeforeFieldInit	18	1	0	0
0x020001A9	StardewValley.Objects.CrabPot	Public, BeforeFieldInit	20	11	0	0
0x020001AA	StardewValley.Objects.FishTankFurniture	Public, BeforeFieldInit	31	15	0	2
0x020001AB	StardewValley.Objects.TankFish	Public, BeforeFieldInit	9	33	0	1
0x020001AC	StardewValley.Objects.Furniture	Public, BeforeFieldInit	92	36	4	0
0x020001AD	StardewValley.Objects.Hat	Public, BeforeFieldInit	16	20	3	1
0x020001AE	StardewValley.Objects.IndoorPot	Public, BeforeFieldInit	18	3	3	0
0x020001AF	StardewValley.Objects.ItemPedestal	Public, BeforeFieldInit	15	8	1	2
0x020001B0	StardewValley.Objects.Mannequin	Public, BeforeFieldInit	25	13	1	3
0x020001B1	StardewValley.Objects.MiniJukebox	Public, BeforeFieldInit	8	1	1	0
0x020001B2	StardewValley.Objects.PetLicense	Public, BeforeFieldInit	4	1	0	0
0x020001B3	StardewValley.Objects.Phone	Public, BeforeFieldInit	15	10	1	0
0x020001B4	StardewValley.Objects.RandomizedPlantFurniture	Public, BeforeFieldInit	13	3	0	0
0x020001B5	StardewValley.Objects.Ring	Public, BeforeFieldInit	28	36	2	0
0x020001B6	StardewValley.Objects.Sign	Public, BeforeFieldInit	7	7	1	0
0x020001B7	StardewValley.Objects.SpecialItem	Public, BeforeFieldInit	17	10	4	0
0x020001B8	StardewValley.Objects.StorageFurniture	Public, BeforeFieldInit	26	2	0	1
0x020001B9	StardewValley.Objects.TV	Public, BeforeFieldInit	25	10	0	0
0x020001BA	StardewValley.Objects.Wallpaper	Public, BeforeFieldInit	20	6	2	0
0x020001BB	StardewValley.Objects.WoodChipper	Public, BeforeFieldInit	11	5	1	0
0x020001BC	StardewValley.Objects.Workbench	Public, BeforeFieldInit	6	1	1	3
0x020001BD	StardewValley.Objects.DefaultPhoneHandler	Public, BeforeFieldInit	12	0	0	10
0x020001BE	StardewValley.Objects.IPhoneHandler	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	4	0	0	0
0x020001BF	StardewValley.Objects.Trinkets.Trinket	Public, BeforeFieldInit	35	10	1	0
0x020001C0	StardewValley.Objects.Trinkets.CompanionTrinketEffect	Public, BeforeFieldInit	4	1	0	0
0x020001C1	StardewValley.Objects.Trinkets.FairyBoxTrinketEffect	Public, BeforeFieldInit	7	4	0	0
0x020001C2	StardewValley.Objects.Trinkets.IceOrbTrinketEffect	Public, BeforeFieldInit	4	4	0	0
0x020001C3	StardewValley.Objects.Trinkets.MagicQuiverTrinketEffect	Public, BeforeFieldInit	6	7	0	1
0x020001C4	StardewValley.Objects.Trinkets.RainbowHairTrinketEffect	Public, BeforeFieldInit	3	0	0	0
0x020001C5	StardewValley.Objects.Trinkets.TrinketEffect	Public, BeforeFieldInit	9	3	0	0
0x020001C6	StardewValley.Network.BandwidthLogger	Public, BeforeFieldInit	13	15	9	0
0x020001C7	StardewValley.Network.BarGraph	Public, BeforeFieldInit	3	11	0	0
0x020001C8	StardewValley.Network.Bimap`2	Public, BeforeFieldInit	18	2	5	0
0x020001C9	StardewValley.Network.BuilderData	Public, BeforeFieldInit	3	6	1	0
0x020001CA	StardewValley.Network.Client	Public, Abstract, BeforeFieldInit	23	12	2	1
0x020001CB	StardewValley.Network.FarmerCollection	Public, BeforeFieldInit	7	1	1	1
0x020001CC	StardewValley.Network.IGameServer	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	30	0	1	0
0x020001CD	StardewValley.Network.GameServer	Public, BeforeFieldInit	48	7	3	4
0x020001CE	StardewValley.Network.HookableClient	Public, Abstract, BeforeFieldInit	7	2	2	0
0x020001CF	StardewValley.Network.HookableServer	Public, Abstract, BeforeFieldInit	4	1	1	0
0x020001D0	StardewValley.Network.IBandwidthMonitor	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	3	0	2	0
0x020001D1	StardewValley.Network.IHookableClient	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	4	0	2	0
0x020001D2	StardewValley.Network.IHookableServer	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	2	0	1	0
0x020001D3	StardewValley.Network.IncomingMessage	Public, BeforeFieldInit	8	5	5	0
0x020001D4	StardewValley.Network.LidgrenClient	Public, BeforeFieldInit	16	8	0	2
0x020001D5	StardewValley.Network.LidgrenMessageUtils	Public, Abstract, Sealed, BeforeFieldInit	2	0	0	0
0x020001D6	StardewValley.Network.LidgrenServer	Public, BeforeFieldInit	23	4	1	6
0x020001D7	StardewValley.Network.LocationWeather	Public, BeforeFieldInit	19	9	8	0
0x020001D8	StardewValley.Network.NetAudio	Public, BeforeFieldInit	9	4	2	1
0x020001D9	StardewValley.Network.NetBufferReadStream	Public, BeforeFieldInit	12	2	5	0
0x020001DA	StardewValley.Network.NetBufferWriteStream	Public, BeforeFieldInit	12	2	5	0
0x020001DB	StardewValley.Network.NetBundles	Public, BeforeFieldInit	6	0	0	0
0x020001DC	StardewValley.Network.NetCharacterRef	Public, BeforeFieldInit	5	3	1	0
0x020001DD	StardewValley.Network.NetDancePartner	Public, BeforeFieldInit	13	3	2	0
0x020001DE	StardewValley.Network.NetDirection	Public, Sealed, BeforeFieldInit	8	1	0	0
0x020001DF	StardewValley.Network.NetFarmerCollection	Public, BeforeFieldInit	20	5	3	2
0x020001E0	StardewValley.Network.NetFarmerRef	Public, BeforeFieldInit	12	3	3	1
0x020001E1	StardewValley.Network.NetFarmerRoot	Public, BeforeFieldInit	3	0	0	0
0x020001E2	StardewValley.Network.NetIntDictionary`2	Public, BeforeFieldInit	4	0	0	0
0x020001E3	StardewValley.Network.NetLocationRef	Public, BeforeFieldInit	15	7	4	0
0x020001E4	StardewValley.Network.NetLongDictionary`2	Public, BeforeFieldInit	4	0	0	0
0x020001E5	StardewValley.Network.NetMutex	Public, BeforeFieldInit	10	7	1	0
0x020001E6	StardewValley.Network.NetMutexQueue`1	Public, BeforeFieldInit	6	5	1	3
0x020001E7	StardewValley.Network.NetNPCRef	Public, BeforeFieldInit	5	2	1	0
0x020001E8	StardewValley.Network.NetPausableField`3	Public, Abstract, BeforeFieldInit	13	3	3	1
0x020001E9	StardewValley.Network.NetPointDictionary`2	Public, BeforeFieldInit	4	0	0	0
0x020001EA	StardewValley.Network.NetPosition	Public, Sealed, BeforeFieldInit	20	7	3	0
0x020001EB	StardewValley.Network.NetStringDictionary`2	Public, BeforeFieldInit	4	0	0	0
0x020001EC	StardewValley.Network.NetVector2Dictionary`2	Public, Sealed, BeforeFieldInit	4	0	0	0
0x020001ED	StardewValley.Network.NetWitnessedLock	Public, BeforeFieldInit	5	4	1	0
0x020001EE	StardewValley.Network.NetWorldState	Public, BeforeFieldInit	93	61	41	1
0x020001EF	StardewValley.Network.OutgoingMessage	Public, SequentialLayout, Sealed, BeforeFieldInit	8	3	4	1
0x020001F0	StardewValley.Network.OverlaidDictionary	Public, BeforeFieldInit	25	5	5	0
0x020001F1	StardewValley.Network.OverlayDictionary`2	Public, BeforeFieldInit	25	4	5	0
0x020001F2	StardewValley.Network.Server	Public, Abstract, BeforeFieldInit	26	2	3	0
0x020001F3	StardewValley.Network.NetReady.ReadySynchronizer	Public, BeforeFieldInit	12	1	0	0
0x020001F4	StardewValley.Network.NetReady.Internal.BaseReadyCheck	Abstract, BeforeFieldInit	19	6	7	0
0x020001F5	StardewValley.Network.NetReady.Internal.ClientReadyCheck	Sealed, BeforeFieldInit	10	0	0	0
0x020001F6	StardewValley.Network.NetReady.Internal.ReadyCheckMessageType	Sealed	0	10	0	0
0x020001F7	StardewValley.Network.NetReady.Internal.ReadyState	Sealed	0	4	0	0
0x020001F8	StardewValley.Network.NetReady.Internal.ServerReadyCheck	Sealed, BeforeFieldInit	14	3	1	0
0x020001F9	StardewValley.Network.NetEvents.BasePlayerActionRequest	Public, Abstract, BeforeFieldInit	11	2	2	0
0x020001FA	StardewValley.Network.NetEvents.BaseSetFlagRequest	Public, Abstract, BeforeFieldInit	8	2	2	0
0x020001FB	StardewValley.Network.NetEvents.MailType	Public, Sealed	0	5	0	0
0x020001FC	StardewValley.Network.NetEvents.NutDropRequest	Public, BeforeFieldInit	14	5	5	0
0x020001FD	StardewValley.Network.NetEvents.PlayerActionTarget	Public, Sealed	0	4	0	0
0x020001FE	StardewValley.Network.NetEvents.SetMailRequest	Public, Sealed, BeforeFieldInit	8	1	1	1
0x020001FF	StardewValley.Network.NetEvents.SetSimpleFlagRequest	Public, Sealed, BeforeFieldInit	7	1	1	0
0x02000200	StardewValley.Network.NetEvents.SimpleFlagType	Public, Sealed	0	8	0	0
0x02000201	StardewValley.Network.Dedicated.DedicatedServerMessageType	Public, Sealed	0	3	0	0
0x02000202	StardewValley.Network.Dedicated.DedicatedServer	Public, BeforeFieldInit	19	15	2	1
0x02000203	StardewValley.Network.Compress.INetCompression	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	3	0	0	0
0x02000204	StardewValley.Network.Compress.LZ4NetCompression	BeforeFieldInit	5	1	0	0
0x02000205	StardewValley.Network.Compress.NullNetCompression	BeforeFieldInit	4	0	0	0
0x02000206	StardewValley.Network.ChestHit.ChestHitArgs	Public, Sealed, BeforeFieldInit	1	8	0	0
0x02000207	StardewValley.Network.ChestHit.ChestHitSynchronizer	Public, Sealed, BeforeFieldInit	12	2	0	0
0x02000208	StardewValley.Network.ChestHit.ChestHitTimer	Public, Sealed, BeforeFieldInit	2	2	0	0
0x02000209	StardewValley.Network.ChestHit.Internal.ChestHitMessageType	Sealed	0	4	0	0
0x0200020A	StardewValley.NativeClipboard.ClipboardPlatformType	Sealed	0	5	0	0
0x0200020B	StardewValley.NativeClipboard.LinuxSdlClipboard	Sealed, BeforeFieldInit	5	0	0	0
0x0200020C	StardewValley.NativeClipboard.OsxSdlClipboard	Sealed, BeforeFieldInit	1	0	0	0
0x0200020D	StardewValley.NativeClipboard.SdlClipboard	Abstract	7	3	0	0
0x0200020E	StardewValley.NativeClipboard.WindowsSdlClipboard	Sealed, BeforeFieldInit	1	0	0	0
0x0200020F	StardewValley.Monsters.AngryRoger	Public, BeforeFieldInit	10	8	0	0
0x02000210	StardewValley.Monsters.Bat	Public, BeforeFieldInit	13	20	0	0
0x02000211	StardewValley.Monsters.BigSlime	Public, BeforeFieldInit	12	3	0	0
0x02000212	StardewValley.Monsters.BlueSquid	Public, BeforeFieldInit	12	8	0	0
0x02000213	StardewValley.Monsters.Bug	Public, BeforeFieldInit	14	1	0	0
0x02000214	StardewValley.Monsters.DinoMonster	Public, BeforeFieldInit	14	10	0	2
0x02000215	StardewValley.Monsters.Duggy	Public, BeforeFieldInit	10	0	0	0
0x02000216	StardewValley.Monsters.DustSpirit	Public, BeforeFieldInit	11	5	0	0
0x02000217	StardewValley.Monsters.DwarvishSentry	Public, BeforeFieldInit	8	2	0	0
0x02000218	StardewValley.Monsters.Fly	Public, BeforeFieldInit	11	9	0	0
0x02000219	StardewValley.Monsters.Ghost	Public, BeforeFieldInit	16	12	0	1
0x0200021A	StardewValley.Monsters.GreenSlime	Public, BeforeFieldInit	25	29	0	1
0x0200021B	StardewValley.Monsters.Grub	Public, BeforeFieldInit	13	6	0	0
0x0200021C	StardewValley.Monsters.HotHead	Public, BeforeFieldInit	8	3	0	0
0x0200021D	StardewValley.Monsters.LavaLurk	Public, BeforeFieldInit	19	15	0	1
0x0200021E	StardewValley.Monsters.Leaper	Public, BeforeFieldInit	17	6	0	0
0x0200021F	StardewValley.Monsters.MetalHead	Public, BeforeFieldInit	11	1	0	0
0x02000220	StardewValley.Monsters.ParryEventArgs	BeforeFieldInit	6	2	1	0
0x02000221	StardewValley.Monsters.Monster	Public, BeforeFieldInit	69	41	10	1
0x02000222	StardewValley.Monsters.Mummy	Public, BeforeFieldInit	17	4	0	0
0x02000223	StardewValley.Monsters.RockCrab	Public, BeforeFieldInit	12	4	0	0
0x02000224	StardewValley.Monsters.RockGolem	Public, BeforeFieldInit	14	1	0	0
0x02000225	StardewValley.Monsters.Serpent	Public, BeforeFieldInit	18	7	0	0
0x02000226	StardewValley.Monsters.ShadowBrute	Public, BeforeFieldInit	7	0	0	0
0x02000227	StardewValley.Monsters.ShadowGirl	Public, BeforeFieldInit	8	3	0	0
0x02000228	StardewValley.Monsters.ShadowGuy	Public, BeforeFieldInit	9	8	0	0
0x02000229	StardewValley.Monsters.ShadowShaman	Public, BeforeFieldInit	10	6	0	0
0x0200022A	StardewValley.Monsters.Shooter	Public, BeforeFieldInit	16	16	0	0
0x0200022B	StardewValley.Monsters.Skeleton	Public, BeforeFieldInit	12	4	0	0
0x0200022C	StardewValley.Monsters.Spiker	Public, BeforeFieldInit	9	4	0	0
0x0200022D	StardewValley.Monsters.SquidKid	Public, BeforeFieldInit	15	6	0	0
0x0200022E	StardewValley.Mods.ModDataDictionary	Public, BeforeFieldInit	4	0	0	0
0x0200022F	StardewValley.Mods.ModHooks	Public, BeforeFieldInit	16	0	0	0
0x02000230	StardewValley.Mods.RenderSteps	Public, Sealed	0	21	0	0
0x02000231	StardewValley.Minigames.AbigailGame	Public, BeforeFieldInit	58	172	1	9
0x02000232	StardewValley.Minigames.BoatJourney	Public, BeforeFieldInit	24	21	0	6
0x02000233	StardewValley.Minigames.CalicoJack	Public, BeforeFieldInit	20	28	0	0
0x02000234	StardewValley.Minigames.CraneGame	Public, BeforeFieldInit	29	16	0	13
0x02000235	StardewValley.Minigames.Darts	Public, BeforeFieldInit	29	31	0	2
0x02000236	StardewValley.Minigames.FantasyBoardGame	Public, BeforeFieldInit	19	11	0	0
0x02000237	StardewValley.Minigames.FishingGame	Public, BeforeFieldInit	22	13	0	0
0x02000238	StardewValley.Minigames.GrandpaStory	Public, BeforeFieldInit	20	32	0	0
0x02000239	StardewValley.Minigames.HaleyCowPictures	Public, BeforeFieldInit	17	10	0	0
0x0200023A	StardewValley.Minigames.Intro	Public, BeforeFieldInit	23	55	0	1
0x0200023B	StardewValley.Minigames.MaruComet	Public, BeforeFieldInit	17	17	0	0
0x0200023C	StardewValley.Minigames.MineCart	Public, BeforeFieldInit	81	114	2	45
0x0200023D	StardewValley.Minigames.IMinigame	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	16	0	0	0
0x0200023E	StardewValley.Minigames.NetLeaderboards	Public, BeforeFieldInit	6	3	1	1
0x0200023F	StardewValley.Minigames.NetLeaderboardsEntry	Public, BeforeFieldInit	4	3	1	0
0x02000240	StardewValley.Minigames.PlaneFlyBy	Public, BeforeFieldInit	18	7	0	1
0x02000241	StardewValley.Minigames.RobotBlastoff	Public, BeforeFieldInit	18	8	0	1
0x02000242	StardewValley.Minigames.Slots	Public, BeforeFieldInit	22	17	0	0
0x02000243	StardewValley.Minigames.TargetGame	Public, BeforeFieldInit	23	13	0	2
0x02000244	StardewValley.Minigames.TelescopeScene	Public, BeforeFieldInit	17	5	0	0
0x02000245	StardewValley.Minigames.Test	Public, BeforeFieldInit	18	1	0	0
0x02000246	StardewValley.Menus.AboutMenu	Public, BeforeFieldInit	9	8	0	0
0x02000247	StardewValley.Menus.ICreditsBlock	Public, Abstract, BeforeFieldInit	5	0	0	0
0x02000248	StardewValley.Menus.ImageCreditsBlock	BeforeFieldInit	3	2	0	0
0x02000249	StardewValley.Menus.TextCreditsBlock	BeforeFieldInit	3	3	0	0
0x0200024A	StardewValley.Menus.LinkCreditsBlock	BeforeFieldInit	6	3	0	0
0x0200024B	StardewValley.Menus.AdvancedGameOptions	Public, BeforeFieldInit	32	22	0	4
0x0200024C	StardewValley.Menus.AnimalPage	Public, BeforeFieldInit	28	11	0	3
0x0200024D	StardewValley.Menus.AnimalQueryMenu	Public, BeforeFieldInit	15	26	0	0
0x0200024E	StardewValley.Menus.AnimationPreviewTool	Public, BeforeFieldInit	15	8	0	1
0x0200024F	StardewValley.Menus.Billboard	Public, BeforeFieldInit	10	10	0	4
0x02000250	StardewValley.Menus.BobberBar	Public, BeforeFieldInit	11	60	0	0
0x02000251	StardewValley.Menus.BuffsDisplay	Public, BeforeFieldInit	16	5	0	2
