token	declaring_type	method	rva	il_bytes	attributes	impl_attributes
0x06000C31	StardewValley.Game1	set_mouseCursorTransparency	0x87223	7	Public, Static, HideBySig, SpecialName	IL
0x06000C32	StardewValley.Game1	panScreen	0x8722C	137	Public, Static, HideBySig	IL
0x06000C33	StardewValley.Game1	clampViewportToGameMap	0x872C4	197	Public, Static, HideBySig	IL
0x06000C34	StardewValley.Game1	drawDialogueBox	0x87398	210	Family, HideBySig	IL
0x06000C35	StardewValley.Game1	drawDialogueBox	0x87476	33	Public, Static, HideBySig	IL
0x06000C36	StardewValley.Game1	drawDialogueBox	0x87498	152	Public, Static, HideBySig	IL
0x06000C37	StardewValley.Game1	DrawBox	0x8753C	782	Public, Static, HideBySig	IL
0x06000C38	StardewValley.Game1	drawDialogueBox	0x87858	4247	Public, Static, HideBySig	IL
0x06000C39	StardewValley.Game1	drawPlayerHeldObject	0x888FC	387	Public, Static, HideBySig	IL
0x06000C3A	StardewValley.Game1	drawTool	0x88A8B	18	Public, Static, HideBySig	IL
0x06000C3B	StardewValley.Game1	drawTool	0x88AA0	7173	Public, Static, HideBySig	IL
0x06000C3C	StardewValley.Game1	GlobalToLocal	0x8A6B1	36	Public, Static, HideBySig	IL
0x06000C3D	StardewValley.Game1	IsEnglish	0x8A6D6	14	Public, Static, HideBySig	IL
0x06000C3E	StardewValley.Game1	GlobalToLocal	0x8A6E5	42	Public, Static, HideBySig	IL
0x06000C3F	StardewValley.Game1	GlobalToLocal	0x8A710	46	Public, Static, HideBySig	IL
0x06000C40	StardewValley.Game1	parseText	0x8A740	744	Public, Static, HideBySig	IL
0x06000C41	StardewValley.Game1	UpdateHorseOwnership	0x8AA50	1325	Public, Static, HideBySig	IL
0x06000C42	StardewValley.Game1	LoadStringByGender	0x8B050	50	Public, Static, HideBySig	IL
0x06000C43	StardewValley.Game1	LoadStringByGender	0x8B084	92	Public, Static, HideBySig	IL
0x06000C44	StardewValley.Game1	parseText	0x8B108	17	Public, Static, HideBySig	IL
0x06000C45	StardewValley.Game1	getSourceRectForStandardTileSheet	0x8B11A	46	Public, Static, HideBySig	IL
0x06000C46	StardewValley.Game1	getSquareSourceRectForNonStandardTileSheet	0x8B149	30	Public, Static, HideBySig	IL
0x06000C47	StardewValley.Game1	getArbitrarySourceRect	0x8B168	39	Public, Static, HideBySig	IL
0x06000C48	StardewValley.Game1	getTimeOfDayString	0x8B190	494	Public, Static, HideBySig	IL
0x06000C49	StardewValley.Game1	getCircleOutlineGrid	0x8B38C	275	Public, Static, HideBySig	IL
0x06000C4A	StardewValley.Game1	GetFarmTypeID	0x8B4AB	37	Public, Static, HideBySig	IL
0x06000C4B	StardewValley.Game1	GetFarmTypeKey	0x8B4D4	90	Public, Static, HideBySig	IL
0x06000C4C	StardewValley.Game1	_PerformRemoveNormalItemFromWorldOvernight	0x8B53C	305	Public, HideBySig	IL
0x06000C4D	StardewValley.Game1	_PerformRemoveNormalItemFromFarmerOvernight	0x8B698	225	Family, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C4E	StardewValley.Game1	_RecursiveRemoveThisNormalItemItem	0x8B788	398	Family, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C4F	StardewValley.Game1	_RecursiveRemoveThisNormalItemDirt	0x8B922	41	Family, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C50	StardewValley.Game1	_RecursiveRemoveThisNormalItemLocation	0x8B94C	839	Family, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C51	StardewValley.Game1	GetHasRoomAnotherFarm	0x8BCEC	2	Public, Static, HideBySig	IL
0x06000C52	StardewValley.Game1	ResetGameStateOnTitleScreen	0x8BCF0	2077	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C53	StardewValley.Game1	CleanupReturningToTitle	0x8C52C	217	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C54	StardewValley.Game1	CanTakeScreenshots	0x8C624	2	Public, HideBySig	IL
0x06000C55	StardewValley.Game1	GetScreenshotFolder	0x8C627	12	Public, HideBySig	IL
0x06000C56	StardewValley.Game1	CanBrowseScreenshots	0x8C634	13	Public, HideBySig	IL
0x06000C57	StardewValley.Game1	CanZoomScreenshots	0x8C642	2	Public, HideBySig	IL
0x06000C58	StardewValley.Game1	BrowseScreenshots	0x8C648	74	Public, HideBySig	IL
0x06000C59	StardewValley.Game1	takeMapScreenshot	0x8C6B0	222	Public, HideBySig	IL
0x06000C5A	StardewValley.Game1	takeMapScreenshot	0x8C79C	1024	Private, HideBySig	IL
0x06000C5B	StardewValley.Game1	GetScreenshotRegion	0x8CBDC	199	Private, Static, HideBySig	IL
0x06000C5C	StardewValley.Game1	<playMorningSong>g__PlayRain|678_0	0x8CCC0	13	Assembly, Static, HideBySig	IL
0x06000C5D	StardewValley.Game1	<playMorningSong>g__PlayDefault|678_2	0x8CCCE	30	Assembly, Static, HideBySig	IL
0x06000C5E	StardewValley.Game1	<onFadeToBlackComplete>g__AfterNewDay|746_0	0x8CCF0	68	Assembly, Static, HideBySig	IL
0x06000C5F	StardewValley.Game1	<onFadeToBlackComplete>g__AfterEventOver|746_1	0x8CD40	23	Assembly, Static, HideBySig	IL
0x06000C60	StardewValley.GameStateQuery	.cctor	0x8CD58	344	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x06000C61	StardewValley.GameStateQuery	Update	0x8CEBC	53	Assembly, Static, HideBySig	IL
0x06000C62	StardewValley.GameStateQuery	Exists	0x8CEF2	32	Public, Static, HideBySig	IL
0x06000C63	StardewValley.GameStateQuery	Register	0x8CF14	191	Public, Static, HideBySig	IL
0x06000C64	StardewValley.GameStateQuery	RegisterAlias	0x8CFE0	288	Public, Static, HideBySig	IL
0x06000C65	StardewValley.GameStateQuery	CheckConditions	0x8D10C	71	Public, Static, HideBySig	IL
0x06000C66	StardewValley.GameStateQuery	CheckConditions	0x8D15F	54	Public, Static, HideBySig	IL
0x06000C67	StardewValley.GameStateQuery	IsImmutablyFalse	0x8D198	125	Public, Static, HideBySig	IL
0x06000C68	StardewValley.GameStateQuery	IsImmutablyTrue	0x8D224	125	Public, Static, HideBySig	IL
0x06000C69	StardewValley.GameStateQuery	Parse	0x8D2B0	217	Public, Static, HideBySig	IL
0x06000C6A	StardewValley.GameStateQuery	SplitRaw	0x8D395	11	Public, Static, HideBySig	IL
0x06000C6B	StardewValley.GameStateQuery	CheckConditionsImpl	0x8D3A4	178	Private, Static, HideBySig	IL
0x06000C6C	StardewValley.GameStateQuery	.ctor	0x8D474	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06000C6D	StardewValley.HouseRenovation	ShouldDrawIcon	0x8D47C	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C6E	StardewValley.HouseRenovation	get_TypeDefinitionId	0x8D47F	6	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000C6F	StardewValley.HouseRenovation	get_QualifiedItemId	0x8D486	17	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000C70	StardewValley.HouseRenovation	get_DisplayName	0x8D498	7	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000C71	StardewValley.HouseRenovation	drawInMenu	0x8D4A0	1	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C72	StardewValley.HouseRenovation	get_Name	0x8D4A2	7	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000C73	StardewValley.HouseRenovation	get_IsRecipe	0x8D4AA	2	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000C74	StardewValley.HouseRenovation	set_IsRecipe	0x8D4AD	1	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000C75	StardewValley.HouseRenovation	getDescription	0x8D4AF	7	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C76	StardewValley.HouseRenovation	maximumStackSize	0x8D4B7	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C77	StardewValley.HouseRenovation	addToStack	0x8D4BA	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C78	StardewValley.HouseRenovation	get_Stack	0x8D4BD	2	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000C79	StardewValley.HouseRenovation	set_Stack	0x8D4C0	1	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000C7A	StardewValley.HouseRenovation	get_Quality	0x8D4C2	2	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000C7B	StardewValley.HouseRenovation	set_Quality	0x8D4C5	1	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000C7C	StardewValley.HouseRenovation	sellToStorePrice	0x8D4C7	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C7D	StardewValley.HouseRenovation	salePrice	0x8D4CA	18	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C7E	StardewValley.HouseRenovation	appliesProfitMargins	0x8D4DD	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C7F	StardewValley.HouseRenovation	actionWhenPurchased	0x8D4E0	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C80	StardewValley.HouseRenovation	canStackWith	0x8D4E3	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C81	StardewValley.HouseRenovation	CanBuyItem	0x8D4E6	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C82	StardewValley.HouseRenovation	IsInfiniteStock	0x8D4E9	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C83	StardewValley.HouseRenovation	GetSalableInstance	0x8D4EC	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C84	StardewValley.HouseRenovation	FixStackSize	0x8D4EF	1	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C85	StardewValley.HouseRenovation	FixQuality	0x8D4F1	1	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C86	StardewValley.HouseRenovation	GetItemTypeId	0x8D4F3	7	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C87	StardewValley.HouseRenovation	ShowRenovationMenu	0x8D4FB	44	Public, Static, HideBySig	IL
0x06000C88	StardewValley.HouseRenovation	GetAvailableRenovations	0x8D528	1302	Public, Static, HideBySig	IL
0x06000C89	StardewValley.HouseRenovation	EnsureNoObstructions	0x8DB10	367	Public, Static, HideBySig	IL
0x06000C8A	StardewValley.HouseRenovation	BuildCrib	0x8DCD8	28	Public, Static, HideBySig	IL
0x06000C8B	StardewValley.HouseRenovation	RemoveCrib	0x8DD00	28	Public, Static, HideBySig	IL
0x06000C8C	StardewValley.HouseRenovation	OpenBedroom	0x8DD28	43	Public, Static, HideBySig	IL
0x06000C8D	StardewValley.HouseRenovation	CloseBedroom	0x8DD60	43	Public, Static, HideBySig	IL
0x06000C8E	StardewValley.HouseRenovation	OpenSouthernRoom	0x8DD98	43	Public, Static, HideBySig	IL
0x06000C8F	StardewValley.HouseRenovation	CloseSouthernRoom	0x8DDD0	43	Public, Static, HideBySig	IL
0x06000C90	StardewValley.HouseRenovation	OpenCornernRoom	0x8DE08	43	Public, Static, HideBySig	IL
0x06000C91	StardewValley.HouseRenovation	CloseCornerRoom	0x8DE40	43	Public, Static, HideBySig	IL
0x06000C92	StardewValley.HouseRenovation	OnPurchaseRenovation	0x8DE78	45	Public, Static, HideBySig	IL
0x06000C93	StardewValley.HouseRenovation	AddRenovationBound	0x8DEB4	26	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C94	StardewValley.HouseRenovation	AddRenovationBound	0x8DEDA	13	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C95	StardewValley.HouseRenovation	.ctor	0x8DEE8	36	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06000C96	StardewValley.HUDMessage	.ctor	0x8DF0D	14	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06000C97	StardewValley.HUDMessage	.ctor	0x8DF1C	28	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06000C98	StardewValley.HUDMessage	.ctor	0x8DF39	53	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06000C99	StardewValley.HUDMessage	ForItemGained	0x8DF6F	43	Public, Static, HideBySig	IL
0x06000C9A	StardewValley.HUDMessage	ForCornerTextbox	0x8DF9B	43	Public, Static, HideBySig	IL
0x06000C9B	StardewValley.HUDMessage	ForAchievement	0x8DFC7	47	Public, Static, HideBySig	IL
0x06000C9C	StardewValley.HUDMessage	update	0x8DFF8	117	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C9D	StardewValley.HUDMessage	draw	0x8E07C	1872	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000C9E	StardewValley.HUDMessage	numbersEasterEgg	0x8E7D8	546	Public, Static, HideBySig	IL
0x06000C9F	StardewValley.IHaveModData	get_modData	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CA0	StardewValley.IHaveModData	get_modDataForSerialization	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CA1	StardewValley.IHaveModData	set_modDataForSerialization	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CA2	StardewValley.InputState	UpdateStates	0x8EA06	60	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CA3	StardewValley.InputState	Update	0x8EA43	1	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CA4	StardewValley.InputState	IgnoreKeys	0x8EA45	17	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CA5	StardewValley.InputState	GetKeyboardState	0x8EA58	226	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CA6	StardewValley.InputState	GetGamePadState	0x8EB48	38	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CA7	StardewValley.InputState	GetMouseState	0x8EB7A	53	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CA8	StardewValley.InputState	SetMousePosition	0x8EBB0	124	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CA9	StardewValley.InputState	.ctor	0x8EC38	47	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06000CAA	StardewValley.InputState	<GetKeyboardState>b__11_0	0x8EC68	16	Private, HideBySig	IL
0x06000CAB	StardewValley.InputState	<GetKeyboardState>b__11_1	0x8EC79	13	Private, HideBySig	IL
0x06000CAC	StardewValley.ISalable	get_TypeDefinitionId	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CAD	StardewValley.ISalable	get_QualifiedItemId	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CAE	StardewValley.ISalable	get_DisplayName	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CAF	StardewValley.ISalable	ShouldDrawIcon	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CB0	StardewValley.ISalable	drawInMenu	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CB1	StardewValley.ISalable	get_Name	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CB2	StardewValley.ISalable	get_IsRecipe	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CB3	StardewValley.ISalable	set_IsRecipe	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CB4	StardewValley.ISalable	getDescription	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CB5	StardewValley.ISalable	maximumStackSize	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CB6	StardewValley.ISalable	addToStack	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CB7	StardewValley.ISalable	get_Stack	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CB8	StardewValley.ISalable	set_Stack	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CB9	StardewValley.ISalable	get_Quality	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CBA	StardewValley.ISalable	set_Quality	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CBB	StardewValley.ISalable	sellToStorePrice	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CBC	StardewValley.ISalable	salePrice	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CBD	StardewValley.ISalable	appliesProfitMargins	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CBE	StardewValley.ISalable	actionWhenPurchased	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CBF	StardewValley.ISalable	canStackWith	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CC0	StardewValley.ISalable	CanBuyItem	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CC1	StardewValley.ISalable	IsInfiniteStock	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CC2	StardewValley.ISalable	GetSalableInstance	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CC3	StardewValley.ISalable	FixStackSize	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CC4	StardewValley.ISalable	FixQuality	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CC5	StardewValley.IslandGemBird	get_NetFields	0x8EC87	7	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000CC6	StardewValley.IslandGemBird	.ctor	0x8EC90	210	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06000CC7	StardewValley.IslandGemBird	.ctor	0x8ED70	83	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06000CC8	StardewValley.IslandGemBird	GetColor	0x8EDD0	118	Public, Static, HideBySig	IL
0x06000CC9	StardewValley.IslandGemBird	GetItemIndex	0x8EE54	64	Public, Static, HideBySig	IL
0x06000CCA	StardewValley.IslandGemBird	GetBirdTypeForLocation	0x8EEA0	156	Public, Static, HideBySig	IL
0x06000CCB	StardewValley.IslandGemBird	Draw	0x8EF48	505	Public, HideBySig	IL
0x06000CCC	StardewValley.IslandGemBird	InitNetFields	0x8F150	152	Public, HideBySig	IL
0x06000CCD	StardewValley.IslandGemBird	Update	0x8F1F4	924	Public, HideBySig	IL
0x06000CCE	StardewValley.Item	get_modData	0x8F5AC	7	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000CCF	StardewValley.Item	get_modDataForSerialization	0x8F5B4	12	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000CD0	StardewValley.Item	set_modDataForSerialization	0x8F5C1	13	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000CD1	StardewValley.Item	get_SpecialVariable	0x8F5CF	12	Public, HideBySig, SpecialName	IL
0x06000CD2	StardewValley.Item	set_SpecialVariable	0x8F5DC	13	Public, HideBySig, SpecialName	IL
0x06000CD3	StardewValley.Item	get_Category	0x8F5EA	12	Public, HideBySig, SpecialName	IL
0x06000CD4	StardewValley.Item	set_Category	0x8F5F7	13	Public, HideBySig, SpecialName	IL
0x06000CD5	StardewValley.Item	get_HasBeenInInventory	0x8F605	12	Public, HideBySig, SpecialName	IL
0x06000CD6	StardewValley.Item	set_HasBeenInInventory	0x8F612	13	Public, HideBySig, SpecialName	IL
0x06000CD7	StardewValley.Item	get_NetFields	0x8F620	7	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000CD8	StardewValley.Item	IsInfiniteStock	0x8F628	12	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CD9	StardewValley.Item	MarkContextTagsDirty	0x8F635	8	Public, HideBySig	IL
0x06000CDA	StardewValley.Item	GetContextTags	0x8F63E	29	Public, HideBySig	IL
0x06000CDB	StardewValley.Item	HasContextTag	0x8F65C	13	Public, HideBySig	IL
0x06000CDC	StardewValley.Item	_GenerateContextTags	0x8F66A	47	Family, HideBySig	IL
0x06000CDD	StardewValley.Item	_PopulateContextTags	0x8F69C	91	Family, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CDE	StardewValley.Item	.ctor	0x8F704	158	Family, HideBySig, SpecialName, RTSpecialName	IL
0x06000CDF	StardewValley.Item	get_ParentSheetIndex	0x8F7AE	12	Public, HideBySig, SpecialName	IL
0x06000CE0	StardewValley.Item	set_ParentSheetIndex	0x8F7BB	13	Public, HideBySig, SpecialName	IL
0x06000CE1	StardewValley.Item	get_TypeDefinitionId	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000CE2	StardewValley.Item	get_ItemId	0x8F7C9	31	Public, HideBySig, SpecialName	IL
0x06000CE3	StardewValley.Item	set_ItemId	0x8F7E9	20	Public, HideBySig, SpecialName	IL
0x06000CE4	StardewValley.Item	get_QualifiedItemId	0x8F7FE	38	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06000CE5	StardewValley.Item	ShouldSerializeparentSheetIndex	0x8F825	18	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CE6	StardewValley.Item	MigrateLegacyItemId	0x8F838	26	Family, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CE7	StardewValley.Item	initNetFields	0x8F860	262	Family, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CE8	StardewValley.Item	ResetParentSheetIndex	0x8F972	23	Public, HideBySig	IL
0x06000CE9	StardewValley.Item	ValidateUnqualifiedItemId	0x8F98C	251	Family, HideBySig	IL
0x06000CEA	StardewValley.Item	GetItemTypeId	0x8FA93	7	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CEB	StardewValley.Item	drawTooltip	0x8FA9C	301	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CEC	StardewValley.Item	ModifyItemBuffs	0x8FBD5	1	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CED	StardewValley.Item	getExtraSpaceNeededForTooltipSpecialIcons	0x8FBD7	6	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CEE	StardewValley.Item	ShouldDrawIcon	0x8FBDE	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CEF	StardewValley.Item	drawInMenu	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CF0	StardewValley.Item	drawInMenu	0x8FBE4	22	Public, HideBySig	IL
0x06000CF1	StardewValley.Item	drawInMenu	0x8FC08	21	Public, HideBySig	IL
0x06000CF2	StardewValley.Item	drawInMenu	0x8FC2C	27	Public, HideBySig	IL
0x06000CF3	StardewValley.Item	maximumStackSize	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CF4	StardewValley.Item	AdjustMenuDrawForRecipes	0x8FC53	31	Public, HideBySig	IL
0x06000CF5	StardewValley.Item	DrawMenuIcons	0x8FC74	691	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CF6	StardewValley.Item	DrawIconBar	0x8FF33	1	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CF7	StardewValley.Item	addToStack	0x8FF38	127	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CF8	StardewValley.Item	getDescription	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CF9	StardewValley.Item	isPlaceable	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x06000CFA	StardewValley.Item	sellToStorePrice	0x8FFC3	10	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CFB	StardewValley.Item	salePrice	0x8FFCE	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CFC	StardewValley.Item	appliesProfitMargins	0x8FFD1	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CFD	StardewValley.Item	CanBeLostOnDeath	0x8FFD4	25	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CFE	StardewValley.Item	canBeTrashed	0x8FFF0	73	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000CFF	StardewValley.Item	actionWhenPurchased	0x90048	172	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D00	StardewValley.Item	LearnRecipe	0x90100	47	Public, HideBySig	IL
0x06000D01	StardewValley.Item	CanBuyItem	0x90130	12	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D02	StardewValley.Item	canBeDropped	0x9013D	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D03	StardewValley.Item	canBeShipped	0x90140	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D04	StardewValley.Item	onDetachedFromParent	0x90143	13	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D05	StardewValley.Item	onEquip	0x90151	1	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D06	StardewValley.Item	onUnequip	0x90153	1	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D07	StardewValley.Item	actionWhenBeingHeld	0x90155	1	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D08	StardewValley.Item	actionWhenStopBeingHeld	0x90157	1	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D09	StardewValley.Item	getRemainingStackSpace	0x90159	14	Public, HideBySig	IL
0x06000D0A	StardewValley.Item	ConsumeStack	0x90168	34	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D0B	StardewValley.Item	healthRecoveredOnConsumption	0x9018B	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D0C	StardewValley.Item	staminaRecoveredOnConsumption	0x9018E	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D0D	StardewValley.Item	getHoverBoxText	0x90191	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D0E	StardewValley.Item	canBeGivenAsGift	0x90194	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D0F	StardewValley.Item	drawAttachments	0x90197	1	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D10	StardewValley.Item	canBePlacedHere	0x90199	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D11	StardewValley.Item	attachmentSlots	0x9019C	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D12	StardewValley.Item	getCategoryName	0x9019F	12	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D13	StardewValley.Item	getCategoryColor	0x901AC	12	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D14	StardewValley.Item	canStackWith	0x901BC	230	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D15	StardewValley.Item	checkForSpecialItemHoldUpMeessage	0x902AE	2	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06000D16	StardewValley.Item	get_DisplayName	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract, SpecialName	IL
0x06000D17	StardewValley.Item	get_Name	0x902B1	12	Public, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
